headline,lead_paragraph,date
Japan and U.S. Set New Rules for Military Cooperation,"WASHINGTON — President Obama and Prime Minister Shinzo Abe of Japan have reached an accord to tighten defense cooperation and are pressing toward an agreement to tear down trade barriers between their two countries and across the Pacific Rim, as both leaders move to counter rising economic and military threats from China.",2015-04-27 21:17:39+00:00
"No Deal, but Progress on Trans-Pacific Trade, Obama and Shinzo Abe Say After Meeting","WASHINGTON — When President Obama visited Tokyo last year, a dinner that Prime Minister Shinzo Abe of Japan had planned as a bonding session at a legendary sushi restaurant instead became a forum for haggling over tariff rates under a sweeping Pacific Rim trade agreement.",2015-04-29 00:56:03+00:00
Morning Agenda:  A Tweet Sinks Twitter’s Stock,"A TWEET SINKS TWITTER’S STOCK | It was a tumultuous day for Twitter after an unexpected tweet about the company’s disappointing earnings report immediately clobbered Twitter’s stock, which ended up falling 18 percent by the end of Tuesday’s trading session, Vindu Goel writes in The New York Times. Investors were unhappy with Twitter’s revenue, which grew 74 percent in the quarter — less than the 97 percent growth seen in the fourth quarter and below the company’s own forecasts. ",2015-04-29 10:50:16+00:00
Iran’s Foreign Minister Says U.S. Risks Ostracism if Signed Nuclear Deal Is Scrapped,"Demonstrating suave fluency in English and a familiarity with American history and law, Iran’s foreign minister said Wednesday that the United States would risk global ostracism if it were to scrap a signed international pact that resolves the Iranian nuclear dispute.",2015-04-29 22:46:40+00:00
Chinese and Russian Navies to Hold Joint Drills in Mediterranean,"HONG KONG — The Chinese Navy will hold joint exercises with Russia in the Mediterranean in May, China’s Defense Ministry said Thursday, a further indication of the closer ties between the two countries and of the navy’s increasing ambitions.",2015-04-30 16:21:38+00:00
"China to Russia: Putin Is a Hunk. Now, About Those Gas Prices.","Propaganda posters are so 1955. Six decades after legions of Soviet engineers swarmed over China, helping build steel mills, oil refineries and aircraft factories, there’s a new way to trumpet ties between the two giant neighbors.",2015-05-07 10:35:40+00:00
China Rebukes U.S. Over Criticism of Civil Rights Lawyer’s Detention,"BEIJING — After criticism from the United States over the detention of a civil rights lawyer in China, the Chinese Foreign Ministry said on Thursday that Washington should address human rights problems at home and stop trying to be the “world’s policeman or judge.”",2015-05-07 12:59:50+00:00
"With U.S. Eyes on Iran, North Korea’s Nuclear Arsenal Expanded","SEOUL, South Korea — While the Obama administration spent the past two years getting within striking distance of a deal to delay Iran’s race for a nuclear bomb, North Korea went on an atomic spending spree: an expansion officials here fear Washington has little hope of stopping.",2015-05-08 00:27:21+00:00
"As Russia Remembers War in Europe, Guest of Honor Is From China","BEIJING — When Russia celebrates the 70th anniversary of the defeat of the Nazis on Saturday, the most prominent leader standing with President Vladimir V. Putin to review a military parade will not be from the United States or Britain, Russia’s wartime allies.",2015-05-08 11:03:34+00:00
Russia and China Sign Cooperation Pacts,"MOSCOW — On the eve of a celebration commemorating to the defeat of Nazi Germany, the presidents of Russia and China on Friday signed 32 bilateral agreements designed to highlight the warming of relations between the countries even as Russia’s have soured with the West.",2015-05-08 17:23:32+00:00
The Alamo and Walmart,Have you noticed that Utah doesn’t seem to be worried about a military takeover?,2015-05-09 02:00:54+00:00
Your Monday Briefing,Good morning.,2015-05-11 09:44:09+00:00
Working Together in Antarctica,"Re “With deal, China eyes Antarctica” (News, April 24): Questions about China’s motives in expanding its Antarctic operations are paralleled by condemnation for its depletion of Africa’s resources and degradation of its environment. China’s development aid for Africa is motivated by a mixture of altruism, empathy, humanitarianism as well as economic and strategic gain. But in its sprint toward prosperity, China is seen as neglectful of its environmental obligations. As an emerging donor, it has yet to garner the humanitarian credibility that postwar reconstruction help for Germany and Japan fostered for the United States and Britain. It is no wonder that China remains a target of suspicion on the world stage.",2015-05-12 10:42:33+00:00
"As Obama Plays China Card on Trade, Chinese Pursue Their Own Deals","WASHINGTON — President Obama has toured Nike’s headquarters and busy American ports in recent weeks to try to convince Democrats that rejecting the Trans-Pacific Partnership, a 12-nation trade deal that he envisions as a crucial part of a legacy of national economic revival, will undercut American power.",2015-05-13 01:07:40+00:00
Saudi Arabia Promises to Match Iran in Nuclear Capability,"WASHINGTON — When President Obama began making the case for a deal with Iran that would delay its ability to assemble an atomic weapon, his first argument was that a nuclear-armed Iran would set off a “free-for-all” of proliferation in the Arab world. “It is almost certain that other players in the region would feel it necessary to get their own nuclear weapons,” he said in 2012.",2015-05-14 01:06:16+00:00
Kerry Expected to Bring Up China’s Sea Claims During Visit,BEIJING — Secretary of State John Kerry arrived here on Saturday amid rising tensions over China’s expansion of shoals and islets  in areas of the South China Sea claimed by at least three countries.,2015-05-15 13:32:54+00:00
China Making Some Missiles More Powerful,"WASHINGTON — After decades of maintaining a minimal nuclear force, China has re-engineered many of its long-range ballistic missiles to carry multiple warheads, a step that federal officials and policy analysts say appears designed to give pause to the United States as it prepares to deploy more robust missile defenses in the Pacific.",2015-05-16 22:00:16+00:00
Film on Deng Xiaoping Celebrates Visit That Helped Open China to World,"As the Marvel superhero epic “Avengers: Age of Ultron” concluded its first weekend in mainland Chinese movie theaters, the makers of another, more modest film are appealing to moviegoers and theater managers to take a longer view of the film industry in China.",2015-05-18 08:26:19+00:00
6 Chinese Men Indicted in Theft of Code From U.S. Tech Companies,WASHINGTON — The Obama administration on Tuesday announced the arrest of a Chinese professor and the indictment of five other Chinese citizens in what it contended was a decade-long scheme to steal microelectronics designs from American companies on behalf of the Chinese government.,2015-05-19 16:40:45+00:00
"Hillary, Jeb, Facebook and Disorder","For a presidential campaign that has started so early, it’s striking how little most of the candidates want to engage with major issues of the day, let alone the future. Hillary Clinton won’t take a clear stand on two big issues she helped to negotiate as secretary of state: the free-trade deal with Pacific nations and the nuclear deal with Iran. Jeb Bush’s campaign seems stuck on whether he is or is not his brother’s keeper. Marco Rubio was for comprehensive immigration reform before he was against it. While Senators Rand Paul and Bernie Sanders are motivated by clear ideologies, the others, so far, evince much more compelling ambitions to be president than compelling reasons for why they should be. ",2015-05-20 07:21:06+00:00
Chinese Scientists Indicted by U.S. Are Seen as Stars at Home,"BEIJING — Several of the six Chinese scientists who were charged with economic espionage by the United States this week are young stars in their fields, and any government ties they have are rooted in their work with a university vying to be a major force in microchip engineering and sales, according to online documents and an interview with a colleague.",2015-05-20 16:20:53+00:00
Can China Take a Joke?,"‘Three, two, one, applause!” The audience in the Beijing studio cheered as excitedly as anyone could be expected to cheer for an empty stage. They had gathered on a January evening last year for a taping of “Is It True?” — a show broadcast on the Chinese state-run network CCTV2 and hosted by the comedian Joe Wong. Before Wong came out to tell jokes, the director, an energetic young man in white-framed glasses and a puffy vest, wanted to record the audience members’ reaction. “Don’t be too quiet,” he advised them. “This is a lively program.”",2015-05-21 11:00:10+00:00
Your Thursday Evening Briefing,Catch up on the day’s top stories.,2015-05-21 22:43:41+00:00
"U.S. Flies Over a Chinese Project at Sea, and Beijing Objects","WASHINGTON — The United States and China on Friday escalated their dispute over contested territory in the South China Sea, after the Chinese repeatedly ordered an American military surveillance plane to abandon flights over areas where China has been building artificial islands.",2015-05-23 01:18:24+00:00
Paris Can't Be Another Copenhagen,"As a former prime minister of Australia, I understand something of the political costs leaders must bear in aiming to reconcile the long-term interests of the planet with short-term national interests.",2015-05-25 10:23:02+00:00
Netanyahu Appoints Hawkish Ally to Run Foreign Ministry,"JERUSALEM — Prime Minister Benjamin Netanyahu of Israel on Monday named a longtime confidant who is hawkish on Iran and the Palestinian issue to run the Foreign Ministry, the latest in a series of moves that consolidate Mr. Netanyahu’s conservative grip on his new government.",2015-05-25 17:10:09+00:00
U.S. and Allies to Tie North Korea’s Rights Record to Nuclear Talks,"SEOUL, South Korea — The top nuclear envoys of the United States, South Korea and Japan agreed on Wednesday to ratchet up pressure on North Korea, including a more effective and creative enforcement of sanctions on the impoverished country.",2015-05-27 09:56:52+00:00
U.S. Rebukes China on Efforts to Build Artificial Islands ,"PEARL HARBOR, Hawaii — A day after China laid out its vision for a navy that can project power into the open seas, Defense Secretary Ashton B. Carter on Wednesday criticized Beijing’s efforts to build artificial islands in the South China Sea, making it clear that the United States would not be deterred by Chinese claims to newly built territories.",2015-05-27 23:18:56+00:00
Talks Begin to Conclude Nuclear Deal With Iran ,"GENEVA — With only a month to go before a deadline for a nuclear accord with Iran, Secretary of State John Kerry began a major push Saturday to conclude the agreement.",2015-05-30 17:02:45+00:00
"Building of Islands Is Debated, but China and U.S. Skirt Conflict at Talks","SINGAPORE — It was an unexpectedly direct exchange: With nearly every significant Asian defense official gathered in a single room, a senior Chinese military officer on Saturday defended his country’s island-building spree in the South China Sea and rebuked Defense Secretary Ashton B. Carter for saying it threatened the region’s stability. ",2015-05-31 00:23:28+00:00
China Says It Could Set Up Air Defense Zone in South China Sea,"BEIJING — A Chinese admiral said Sunday that Beijing could set up an air defense zone above disputed areas of the South China Sea if it thought it was facing a large enough threat, according to Chinese news media.",2015-05-31 12:32:47+00:00
Will China Close Its Doors?,"The slogan for the 2008 Beijing Olympics was “Beijing Welcomes You.” Now, seven years later, a draft law targeting foreign institutions — including universities, museums, athletic and cultural groups, professional associations and all nonprofit social organizations established outside of mainland China — makes clear that Beijing has become much less welcoming.",2015-06-01 14:39:26+00:00
U.S. Defense Secretary Visits India to Build Military Ties,"NEW DELHI — With a dash of the requisite South Asian pomp and a heap of expectations for the future, Defense Secretary Ashton B. Carter met on Wednesday with senior Indian officials to inch forward with military ties to a country that the United States sees as a crucial future partner in Asia.",2015-06-03 17:21:38+00:00
"A Chinese Ebola Drug Raises Hopes, and Rancor","After a nurse who contracted Ebola in Sierra Leone was discharged Wednesday from a Rome hospital, a doctor there described the experimental treatments the patient had received as “absolutely miraculous.”",2015-06-12 00:55:23+00:00
"Washington Dysfunction, With a Twist: Democrats Desert Their President","WASHINGTON — He made it personal. He appealed to their loyalty. He asked them to give him what every modern president has had. He argued the facts, disputed the politics, quarreled over the history and at times lashed out at those who still refused to stand with him.",2015-06-12 19:19:15+00:00
Confronting Russia Holds Peril for U.S.,"WASHINGTON — It could have been President Obama issuing a firm warning — measured, devoid of bellicose threats — to President Vladimir V. Putin that the West would keep the pressure on as long as Russia interfered with Ukraine’s sovereignty.",2015-06-14 14:28:40+00:00
The Democratic Tea Party,"Last week, the Congressional Democrats defeated the underpinnings of the Trans-Pacific Partnership trade agreement. Let’s count up the things these Democrats will have done if this policy stands.",2015-06-16 07:21:05+00:00
"As Tensions With U.S. Grow, Beijing Says It Will Stop Building Artificial Islands in South China Sea","BEIJING — By declaring Tuesday that it would soon complete its contentious program of building artificial islands in the South China Sea, Beijing hopes to diminish tensions with the United States while reassuring its home audience that it has delivered on its pledge to resist American military pressure, experts said.",2015-06-16 12:30:42+00:00
Donald Trump on the Issues,"Donald J. Trump’s entry into the race for the Republican presidential nomination amounts to his first actual foray into elective politics after several threats. A real estate developer and host of “The Celebrity Apprentice,” he opines about many issues in colorful terms, and is fast on the trigger with denunciations, but does not always make his own policy recommendations clear.",2015-06-16 16:24:15+00:00
"U.S. Lags in Efforts to Rein In Omar al-Bashir of Sudan, Critics Say","When they heard the sound of galloping horses, or the roar of planes overhead, the women ran with children on their backs and hid in the hills.",2015-06-17 13:40:17+00:00
Cold War Without the Fun,"Let’s see, America is prepositioning battle tanks with our East European NATO allies to counterbalance Russia; U.S. and Russian military planes recently flew within 10 feet of each other; Russia is building a new generation of long-range ballistic missiles; and the U.S. and China are jostling in the South China Sea. Did someone restart the Cold War while I was looking the other way?",2015-06-24 07:21:06+00:00
"Hollande Condemns Spying by U.S., but Not Too Harshly",PARIS — The French government on Wednesday reacted with carefully calibrated anger to revelations about extensive eavesdropping by the United States government on the private conversations of senior French officials — including three presidents.,2015-06-24 11:01:15+00:00
Iran Again Chided on Human Rights Amid Efforts to Reach Nuclear Deal,"WASHINGTON — The State Department issued a dismal assessment of Iran’s record on human rights on Thursday, hours before Secretary of State John Kerry was to leave for Vienna to try to conclude a nuclear accord with Tehran.",2015-06-25 18:29:06+00:00
How to Get Smart About Iran,"With less than a week to go before the June 30 deadline for a nuclear deal between Iran and the major powers, there is an intensifying debate in Washington about the strengths and weaknesses of any agreement that might emerge. There are also growing questions about whether – after 19 months of negotiation – an agreement is even possible, given what appears to be a growing intransigence on the Iranian side.",2015-06-25 20:38:02+00:00
A Good Bad Deal?,"Sometime after the 1973 war, I remember seeing a cartoon that showed President Anwar el-Sadat lying flat on his back in a boxing ring. The Israeli prime minister, Golda Meir, wearing boxing gloves, was standing over him, with Sadat saying to Meir something like, “I want the trophy, I want the prize money, I want the belt.”",2015-07-01 07:21:05+00:00
Your Wednesday Briefing,Good morning.,2015-07-01 09:50:26+00:00
Cuba’s Environmental Concerns Grow With Prospect of U.S. Presence,"HAVANA — Like many of his countrymen, Jorge Angulo hopes the United States will lift the decades-old economic embargo against Cuba.",2015-07-01 19:38:32+00:00
Your Wednesday Evening Briefing,Good evening. Here’s the latest.,2015-07-01 22:10:04+00:00
Cubans Greet Latest Step in U.S. Thaw With Hope Tempered by Reality,"MEXICO CITY — At the building along Havana’s seafront that will soon become America’s first embassy in Cuba in more than 50 years, life on Wednesday was yet unchanged: A lone Cuban flag flew in the forest of poles that obscures the building’s featureless facade — an official rebuke of the United States.",2015-07-02 00:31:15+00:00
The Man Who Saw America,"Last May, Robert Frank, the world’s pre-eminent living photographer, returned to Zurich, the orderly Swiss banking city, cosseted by lake and mountain, where he grew up. When an artist who made his reputation by leaving returns home, mixed feelings are inevitable, and that was especially true for Frank, whose iconic American pictures are notable for their deep understanding of human complication. ‘‘I know this town, but I certainly feel like a stranger here,’’ he said.",2015-07-02 11:00:27+00:00
"Germany, Again, Calls on U.S. to Answer Spying Accusations","BERLIN — This time, the Germans were more polite about wanting a word with the United States ambassador over accusations of American spying on top members of the government here.",2015-07-02 21:09:27+00:00
"Iran Faces Hard Choices in Nuclear Talks, Kerry Warns","VIENNA — Secretary of State John Kerry warned Iran on Sunday that hard choices were still needed to seal a landmark nuclear accord, and that the United States was prepared to walk away if a sound agreement could not be reached.",2015-07-05 19:33:53+00:00
The U.S. and the Asian Infrastructure Investment Bank,Obama is left outside in the rain.,2015-07-05 19:35:32+00:00
Common Ground for Vietnam and the U.S.  ,"Forty-plus years after the Americans withdrew from Vietnam, and 20 years after the two countries re-established diplomatic relations, President Obama took the relationship to a new level on Tuesday by hosting Nguyen Phu Trong, the head of Vietnam’s Communist Party, at the White House.",2015-07-08 01:47:27+00:00
Your Wednesday Briefing,(Want to get this briefing by email? Here’s the sign-up.),2015-07-08 09:47:49+00:00
Whose Party Is It Anyway?,Are the job losses resulting from trade larger or smaller than the economic gains?,2015-07-08 10:55:22+00:00
"In Iran Nuclear Talks, U.S. ‘Will Not Be Rushed,’ Kerry Says","VIENNA — Secretary of State John Kerry said on Thursday that the United States would continue to negotiate in pursuit of a nuclear agreement with Iran that could endure “for decades,” but cautioned that the talks would not be open-ended.",2015-07-09 09:43:12+00:00
Iran’s Unserious Critics,"The Republican chorus gets ever louder: Walk away from an Iran nuclear deal. But of course there is a deal in place, an interim one, much derided by that same chorus when it was concluded in November 2013. At the time, Bob Corker of the Senate Foreign Relations committee lambasted the accord as requiring “no sacrifice on their part whatsoever.”",2015-07-09 10:36:57+00:00
Putin Calls for End to Use of Sanctions and Criticizes U.S. in Afghanistan,"MOSCOW — President Vladimir V. Putin of Russia called on Friday for an end to the use of punitive financial and economic sanctions around the world, saying they should be “excluded from the international economic vocabulary.”",2015-07-10 12:09:53+00:00
"A Final Hurdle in Iran Talks Deals With Conventional, Not Nuclear, Arms",VIENNA — One of the last major obstacles to concluding a historic nuclear deal with Iran is a dispute over a set of United Nations sanctions that appeared to be resolved months ago and only peripherally has to do with nuclear weapons.,2015-07-10 20:04:10+00:00
"In Paris, Scientists Chart Varied Paths to a Sustainable Human Relationship With Earth’s Climate","A richly variegated four-day climate change conference, concluding yesterday in Paris, provided a sobering look at the mix of environmental, social and technological trends that have created humanity’s planet-size challenge — fitting seemingly infinite aspirations safely in a climate system that is showing signs of disruptive human-driven change.",2015-07-11 16:39:27+00:00
Deal Reached on Iran Nuclear Program; Limits on Fuel Would Lessen With Time,VIENNA — Iran and a group of six nations led by the United States reached a historic accord on Tuesday to significantly limit Tehran’s nuclear ability for more than a decade in return for lifting international oil and financial sanctions.,2015-07-14 07:09:30+00:00
Text and Video: Obama’s Address on the Iran Nuclear Deal,"Following is the full transcript, as provided by the White House, of President Obama’s remarks Tuesday morning on the nuclear deal with Iran. ",2015-07-14 14:01:59+00:00
Obama Makes His Case on Iran Nuclear Deal,"Only hours after the conclusion of an agreement with Iran to lift oil and financial sanctions in return for curbs on Iran’s nuclear capabilities, President Obama is a man who evinces no second thoughts whatsoever about the deal he struck. In a 45-minute interview in the Cabinet Room, the president kept stressing one argument: Don’t judge me on whether this deal transforms Iran, ends Iran’s aggressive behavior toward some of its Arab neighbors or leads to détente between Shiites and Sunnis. Judge me on one thing: Does this deal prevent Iran from breaking out with a nuclear weapon for the next 10 years and is that a better outcome for America, Israel and our Arab allies than any other alternative on the table?",2015-07-14 22:11:04+00:00
Russia Quickly Maneuvers to Capitalize on Iran Nuclear Deal,"MOSCOW — Sergey V. Lavrov, the Russian foreign minister, lost no time in talking about the accord on Iran’s nuclear program. He was on television minutes after the deal was clinched, and even before the formal news conference had begun, announcing the landmark agreement to the audience back home and emphasizing the many potential benefits, strategic and economic, that it holds for Russia.",2015-07-15 01:30:17+00:00
Japan Moves to Allow Military Combat for First Time in 70 Years,"TOKYO — Defying broad public opposition and large demonstrations, Prime Minister Shinzo Abe won a crucial vote in Parliament on Thursday for legislation that would give Japan’s military limited powers to fight in foreign conflicts for the first time since World War II.",2015-07-16 06:58:40+00:00
Shinzo Abe’s Military Plan Draws Sharp Response From Readers,"The government of Japan moved forward this week with its controversial plan to reverse its 70-year ban on sending its military forces to fight in conflicts abroad, and many Japanese as well as others in the region cried out in anger.",2015-07-18 05:34:01+00:00
"Ayatollah Khamenei, Backing Iran Negotiators, Endorses Nuclear Deal","TEHRAN — Ayatollah Ali Khamenei, the supreme leader of Iran, voiced support on Saturday for his country’s nuclear deal with world powers while emphasizing that it did not signal an end to Iran’s hostility toward the United States and its allies, especially Israel.",2015-07-18 06:05:30+00:00
"As U.S. and Cuba Relations Warm, Property Claims Issue Is Revived","WASHINGTON — When Amy Rosoff’s parents boarded a ferry from Cuba to Key West, Fla., in April 1961, they took only the clothes they could carry and a wedding band and diamond engagement ring, smuggled in a bundle of her brother’s cloth diapers that her mother had stained brown with vanilla to deter communist soldiers from searching them.",2015-07-20 01:02:22+00:00
ISIS Transforming Into Functioning State That Uses Terror as Tool,"ISTANBUL — The Islamic State uses terror to force obedience and frighten enemies. It has seized territory, destroyed antiquities, slaughtered minorities, forced women into sexual slavery and turned children into killers.",2015-07-21 09:00:25+00:00
Kerry Defends Iran Nuclear Deal Before Skeptical Senate,"WASHINGTON — After four and a half hours of contentious questioning, three cabinet secretaries deployed Thursday by President Obama to the Senate to defend his nuclear deal with Iran appeared to keep Democrats largely lined up as a bulwark against Republican opposition.",2015-07-23 15:44:57+00:00
Obama to Push U.S. Trade in Kenya as China’s Role Grows,"VOI, Kenya — After spending their days digging in the red-clay earth to build a railroad between Nairobi and the sprawling port city of Mombasa, the Chinese workers here retreat to metal trailers surrounded by barbed wire and armed guards.",2015-07-24 09:00:22+00:00
Your Friday Briefing,(Want to get this briefing by email? Here’s the sign-up.),2015-07-24 09:48:05+00:00
"Obama Arrives in Kenya, on Personal and Official Journey","NAIROBI, Kenya — President Obama arrived on Friday in Kenya, his father’s home country, for the start of a four-day swing through East Africa, combining a personal journey with a geopolitical mission that reinforces a shared campaign against Islamist extremism while wrestling with tough messages about democracy and gay rights.",2015-07-24 22:12:09+00:00
U.S. Fears Data Stolen by Chinese Hacker Could Identify Spies,WASHINGTON — American officials are concerned that the Chinese government could use the stolen records of millions of federal workers and contractors to piece together the identities of intelligence officers secretly posted in China over the years.,2015-07-25 01:29:11+00:00
Key Shift on Malaysia Before Trans-Pacific Partnership Deal,"WASHINGTON — With the Obama administration pushing to conclude a vast Asian trade pact, the State Department on Monday upgraded its assessment of Malaysia’s efforts to combat human trafficking, a move that could ease the country’s inclusion in the trade deal.",2015-07-27 16:00:03+00:00
Q. and A.: Christopher K. Johnson on the Heavy Thumb of Xi Jinping,Read in Chinese | 点击查看本文中文版,2015-07-28 08:09:40+00:00
"‘Nobody Should Be President for Life,’ Obama Tells Africa  ","ADDIS ABABA, Ethiopia — President Obama jabbed at the power structures of Africa on Tuesday by calling for long-entrenched leaders to step down, using off-the-cuff remarks about his own political standing and his stature as the first American president with African roots to try to reshape the continent’s politics.",2015-07-28 14:08:48+00:00
"Obama, on China’s Turf, Presents U.S. as a Better Partner for Africa","ADDIS ABABA, Ethiopia — Without ever quite saying so explicitly, President Obama used his four-day trip to Africa to suggest that the United States offers an alternative to China’s aggressive courtship of the continent.",2015-07-29 11:37:19+00:00
Why the Naysayers Are Wrong About the Iran Deal,"Mike Huckabee says President Obama is using his nuclear deal to “take the Israelis and march them to the door of the oven.” Mitt Romney describes it as a “generational calamity.” And while polls diverge, one recently taken by CNN suggests the public wants Congress to reject the agreement by a 52 percent to 44 percent majority.",2015-07-30 07:21:03+00:00
China Blames U.S. Military Actions for Tensions in the South China Sea,"HONG KONG — A top Chinese official said Thursday that American military drills and surveillance flights in the South China Sea were threatening regional stability, a harsh assessment that seemed likely to heighten tensions between the two countries before several crucial meetings.",2015-07-30 21:59:57+00:00
Your Friday Briefing,(Want to get the briefing by email? Here’s the sign-up.),2015-07-31 09:47:18+00:00
"A Voice From China’s Uighur Homeland, Reporting From the U.S.","WASHINGTON — IN December 1994, Shohret Hoshur, then a 29-year-old journalist in a remote corner of the far western Chinese region of Xinjiang, said goodbye to his homeland. After writing two articles in his native Uighur language that incensed the local authorities, he escaped using a false passport he bought for about $600.",2015-07-31 15:17:04+00:00
U.S. Decides to Retaliate Against China’s Hacking,"The Obama administration has determined that it must retaliate against China for the theft of the personal information of more than 20 million Americans from the databases of the Office of Personnel Management, but it is still struggling to decide what it can do without prompting an escalating cyberconflict.",2015-07-31 23:26:18+00:00
"Laos, Destination in Illegal Ivory Trade, So Far Eludes Global Crackdown","BANGKOK — When the authorities in Thailand recently intercepted huge stashes of ivory stuffed inside shipments of beans and tea leaves, the seizures were described as groundbreaking international police work.",2015-08-01 22:11:12+00:00
Chinese Textile Mills Are Now Hiring in Places Where Cotton Was King,"INDIAN LAND, S.C. — Twenty-five years ago, Ni Meijuan earned $19 a month working the spinning machines at a vast textile factory in the Chinese city of Hangzhou.",2015-08-02 10:00:24+00:00
Your Monday Briefing,(Want to get this briefing by email? Here’s the sign-up.),2015-08-03 09:47:15+00:00
"China Seeks Businessman Said to Have Fled to U.S., Further Straining Ties","LOOMIS, Calif. — China is demanding that the Obama administration return a wealthy and politically connected businessman who fled to the United States, according to several American officials familiar with the case. Should he seek political asylum, he could become one of the most damaging defectors in the history of the People’s Republic.",2015-08-03 15:03:33+00:00
John Kerry Wins Gulf States’ Cautious Support for Iran Deal,"DOHA, Qatar — Persian Gulf monarchies issued a cautious endorsement on Monday of the accord Secretary of State John Kerry negotiated last month to constrain Iran’s nuclear program.",2015-08-03 15:45:44+00:00
Obama Takes On Opponents of the Iran Deal,"President Obama on Wednesday made a powerful case for the strong and effective nuclear agreement with Iran. In a speech at American University, he directly rebutted critics like Prime Minister Benjamin Netanyahu of Israel and rightly warned of the damage to global security if the Republican-led Congress rejects the agreement.",2015-08-05 20:41:34+00:00
"3 U.S. Defeats: Vietnam, Iraq and Now Iran","The purpose of war, military or economic, is to get your enemy to do something it would rather not do. Over the past several years the United States and other Western powers have engaged in an economic, clandestine and political war against Iran to force it to give up its nuclear program.",2015-08-07 07:21:04+00:00
Kerry Tells Vietnam That U.S. Ties Will Deepen if Human Rights Are Protected,"HANOI, Vietnam — Secretary of State John Kerry told a group of Vietnamese officials and business leaders on Friday that improvements in human rights here would lead to deeper ties.",2015-08-07 07:53:29+00:00
Your Tuesday Briefing,(Want to get this briefing by email? Here’s the sign-up.),2015-08-11 09:46:38+00:00
Shinzo Abe’s Bid to Redefine Japan and Its Military Has Echoes of Family History,"In a famous photograph from his childhood, Prime Minister Shinzo Abe of Japan is seen perched on the knee of his smiling grandfather, Nobusuke Kishi, the influential postwar prime minister. There is no sign of the turmoil just outside the family home, where thousands were protesting Mr. Kishi’s plan to extend Japan’s military alliance with the United States.",2015-08-13 18:51:09+00:00
China’s Renminbi Devaluation May Initiate New Phase in Global Currency War,"For years, China looked like the principled noncombatant. As other countries, seeking to secure an economic advantage, let the value of their currencies slide on international markets, China held firm on the value of its money.",2015-08-13 20:58:34+00:00
Your Friday Briefing,(Want to get this briefing by email? Here’s the sign-up.),2015-08-14 09:47:33+00:00
Obama Administration Warns Beijing About Covert Agents Operating in U.S.,"WASHINGTON — The Obama administration has delivered a warning to Beijing about the presence of Chinese government agents operating secretly in the United States to pressure prominent expatriates — some wanted in China on charges of corruption — to return home immediately, according to American officials.",2015-08-16 20:08:45+00:00
Your Tuesday Briefing,(Want to get this briefing by email? Here’s the sign-up.),2015-08-18 09:46:31+00:00
State Department Fights for Rights of Gay Envoys,"WASHINGTON — Matthew Cuenca-Daigle’s husband is a Foreign Service officer who last year gladly accepted a position at the American Embassy in Beijing. But only months before his husband’s language training was to begin, embassy officials said it was unclear if Mr. Cuenca-Daigle could get a long-term visa, given that China does not recognize same-sex marriages.",2015-08-18 15:12:16+00:00
"In Letter, Obama Tells Congress U.S. Will Still Press Iran","WASHINGTON — In his most comprehensive effort to assure wavering Democrats, President Obama wrote in a letter to Congress that the United States would unilaterally maintain economic pressure and deploy military options if needed to deter Iranian aggression, both during and beyond the proposed nuclear accord.",2015-08-21 00:51:04+00:00
G.O.P. Candidates Take Aim at China as U.S. Markets Tumble,"Republican presidential candidates began shifting their focus on Monday from the dangers posed by illegal immigrants to a new target: China, whose currency devaluations and stock market plunges are starting to hurt the savings of American investors.",2015-08-25 01:04:06+00:00
Tourists Have Landed in Queens. They’re Staying.,"The panel on tourism was an all-star lineup of local entrepreneurs — a restaurateur, a museum director, a hotel executive, the founder of a weekend markets and a theater impresario.",2015-08-26 01:00:23+00:00
Your Thursday Evening Briefing,(Want to get this briefing by email? Here’s the sign-up.),2015-08-27 22:01:17+00:00
National Security Adviser Meets With Chinese President Before His U.S. Visit,"BEIJING — President Obama’s national security adviser, Susan E. Rice, met in Beijing on Friday with several Chinese leaders, including President Xi Jinping and a senior army general, to discuss a number of issues that included areas of tension between the two nations. Her meetings were in preparation for the scheduled state visit next month by the Chinese president to the United States.",2015-08-28 12:28:36+00:00
China’s Vulnerability Is a Test for U.S. Presidential Candidates,"For two decades, American politicians have been escalating their rhetoric about how to confront a rising China, one that grabs territory in the South China Sea, vacuums up American jobs and mounts cyber attacks on the United States.",2015-08-28 16:01:30+00:00
Scott Walker Vows to Defeat ISIS and Assails Democrats,"Gov. Scott Walker of Wisconsin struck an aggressive posture in a foreign policy speech on Friday, taking aim equally at America’s enemies in the Middle East and Mr. Walker’s political rivals in both parties. ",2015-08-28 18:02:25+00:00
Between Iraq and a Hawk Base,"The first sign that the Republican Party’s 17 presidential candidates might have trouble explaining what a conservative foreign policy should look like — beyond simply saying that it should not look like Barack Obama’s — emerged on May 10. That’s when the Fox News host Megyn Kelly asked Jeb Bush a rather predictable question about the Iraq war: ‘‘Knowing what we know now, would you have authorized the invasion?’’",2015-09-01 08:59:02+00:00
"China Announces Cuts of 300,000 Troops at Military Parade Showing Its Might","BEIJING — President Xi Jinping of China announced on Thursday that he would reduce the country’s military personnel by 300,000, using a parade marking 70 years since the end of World War II to present the People’s Liberation Army as a force for peace and regional stability.",2015-09-02 12:49:58+00:00
