headline,lead_paragraph,date
New U.S. Sanctions Aim at North Korean Elite,"WASHINGTON  The latest target for the United States, as it tries to tighten the screws on North Korea, is a shadowy party organization, known as Office 39, which raises hard currency to buy fine liquor, exotic food and luxury cars for cronies of North Korea’s leader, Kim Jong-il.",2010-08-30 23:55:39+00:00
Testing North Korean Waters,"Former President Jimmy Carter deserves great credit for traveling to Pyongyang and securing the release of a U.S. citizen, Aijalon Mahli Gomes, who had been sentenced to eight years in prison for illegally entering North Korea.",2010-08-31 12:41:14+00:00
When Rare Earths Get Rarer,"In the race for green tech, the leading position of Europe and the United States is coming under new pressure. ",2010-09-02 16:10:56+00:00
China Sustains Blunt ‘You First’ Message on CO2,"Yu Qingtai, China’s lead negotiator in climate talks from 2007 through the tumultuous conference in Copenhagen last December, recently gave a blunt speech at the Bejing University School of International Studies on climate, diplomacy and the balance of national and global interests in limiting global warming.",2010-09-02 17:01:24+00:00
"Superbroke, Superfrugal, Superpower?","In recent years, I have often said to European friends: So, you didn’t like a world of too much American power? See how you like a world of too little American power  because it is coming to a geopolitical theater near you. Yes, America has gone from being the supreme victor of World War II, with guns and butter for all, to one of two superpowers during the cold war, to the indispensable nation after winning the cold war, to “The Frugal Superpower” of today. Get used to it. That’s our new nickname. American pacifists need not worry any more about “wars of choice.” We’re not doing that again. We can’t afford to invade Grenada today.",2010-09-04 19:33:31+00:00
"In Europe, Fund-Raising Lessons From Americans","LONDON — It’s tailgating season, when alumni gather in stadium parking lots to enjoy impromptu picnics, cheer on the college team — and fend off requests for donations. But try telling Andrew Hamilton, Oxford University’s affable vice chancellor, that part of his difficulty in raising money may stem from the fact that the British do not tailgate, and he suddenly turns argumentative. ",2010-09-05 20:02:12+00:00
Europe and Benign Neglect,"LONDON — I was in the White House a few weeks back for a pleasant chat with Denis McDonough, the National Security Council chief of staff, and was struck by the red digital clock on his wall showing times in critical spots around the globe.",2010-09-06 16:02:14+00:00
Chinese Officials Call for Less Friction With U.S.,"HONG KONG  Top Chinese officials called Tuesday for quiet discussions instead of open friction with the United States, after a summer marked by bilateral disagreements over the value of China’s currency, American military exercises off the Korean Peninsula and American efforts to resolve territorial disputes in the South China Sea.",2010-09-07 23:55:06+00:00
China Moves to Ease Strain With U.S.,"HONG KONG  Top Chinese officials are calling for quiet discussions instead of open friction with the United States, after a summer marked by bilateral disagreements over the value of China’s currency, American military exercises off the Korean Peninsula and American efforts to resolve territorial disputes in the South China Sea.",2010-09-08 06:21:48+00:00
China Assures Isolated Myanmar of Its Support,Filed at 8:15 a.m. ET,2010-09-08 12:22:06+00:00
Union Accuses China of Illegal Clean Energy Subsidies,"HONG KONG — A broad trade case filed on Thursday by an American labor union, accusing China of unfairly subsidizing its clean energy industry, pressed a hot-button jobs issue in the United States during a Congressional election season.",2010-09-09 12:02:05+00:00
The 'Special Relationship',"“The poodle speaks,” Maureen Dowd’s review of Tony Blair’s autobiography (Views, Sept. 6) shows a typical double standard. Why is it that the allies of Washington must always be mocked and demonized for siding with the United States — a republic and a democracy — while the abettors (conscious or otherwise) of America’s enemies — such as Saddam Hussein, the psychopathic overlord of a horrific dictatorship — must be rewarded with descriptions of their “heroic” opposition?",2010-09-09 13:41:23+00:00
China Trade Surplus Narrows as Imports Jump,"HONG KONG  A surprisingly large increase in imports caused China’s trade surplus to narrow in August, data released Friday showed. ",2010-09-10 05:19:00+00:00
Look Out for the Diaoyu Islands,"Tensions have erupted over some barren rocks in the Pacific that you may never have heard of, but stay tuned – this is a boundary dispute that could get ugly and some day have far-reaching consequences for China, Japan, Taiwan and the United States.",2010-09-10 22:07:39+00:00
"China, Japan, America","Last week Japan’s minister of finance declared that he and his colleagues wanted a discussion with China about the latter’s purchases of Japanese bonds, to “examine its intention”  diplomat-speak for “Stop it right now.” The news made me want to bang my head against the wall in frustration.",2010-09-13 02:05:13+00:00
Fighting the Good Fight,"One year ago, the United States took its seat at the United Nations Human Rights Council. Our pledge as a new member was to exercise U.S. leadership for the purpose of strengthening human rights protections around the globe. ",2010-09-13 14:21:19+00:00
Wishful Thinking,Regarding the news article “Mutual trust called crucial to U.S.-China relations” (Sept. 13): Henry Kissinger’s assertion that the leaders of the two countries “have no more important task than to implement the truths that neither country will ever be able to dominate the other” is just wishful thinking. ,2010-09-14 18:11:02+00:00
Power to the (Blogging) People,Beijing,2010-09-15 01:29:44+00:00
Word of the Day | consensus,consensus •\kən-ˈsen(t)-səs\• noun,2010-09-15 04:04:05+00:00
Geithner to Signal Tougher Stance on China Currency,"WASHINGTON  The Obama administration is moving to take a harder stance on the Chinese government’s trade and currency policies, with anger toward China rising in both political parties ahead of midterm elections.",2010-09-15 19:25:20+00:00
U.S. Steps Up Criticism of China’s Practices,"WASHINGTON  The Obama administration increased its criticism of China’s economic policies on Thursday, as Treasury Secretary Timothy F. Geithner told Congress that China had substantially undervalued its currency to gain an unfair trade advantage, tolerated theft of foreign technology and created unreasonable barriers to American imports. ",2010-09-16 14:37:48+00:00
Ahmadinejad Wants Release of Iranians Held in U.S.,"One of the three American hikers held in Iran for 13 months on spying charges arrived in the United States on Sunday as the Iranian president, Mahmoud Ahmadinejad, said that the United States, as “a humanitarian gesture,” should now release eight Iranians whom he said were illegally arrested.",2010-09-19 17:49:04+00:00
China’s Disputes in Asia Buttress Influence of U.S.,"BEIJING  For the last several years, one big theme has dominated talk of the future of Asia: As China rises, its neighbors are being inevitably drawn into its orbit, currying favor with the region’s new hegemonic power.",2010-09-22 23:43:30+00:00
U.S. Lauds Russia on Barring Arms for Iran,"UNITED NATIONS  The White House praised Russia’s president, Dmitri A. Medvedev, on Wednesday for publicly barring the shipment of an advanced antimissile system to Iran, even as American diplomats here discussed a plan to reopen negotiations with Tehran over its nuclear program. ",2010-09-23 03:22:20+00:00
"U.S., Caught Off Guard by New Tensions With China, Cultivates Back-Channel Ties","WASHINGTON  Few foreign policy problems took the Obama administration more by surprise this year than the rapid escalation of tensions with China: The countries’ common approach to North Korea disintegrated, Beijing has balked at energy sanctions against Iran, the always-wary conversation between the American and Chinese militaries was cut off. ",2010-09-23 03:42:46+00:00
A Comeback in the Pacific,HONG KONG — It makes few headlines and wins no votes but the Obama administration is tallying up significant gains in its relationships in East Asia. ,2010-09-23 12:33:18+00:00
"With Warning, Obama Presses China on Currency","UNITED NATIONS — President Obama increased pressure on China to immediately revalue its currency on Thursday, devoting most of a two-hour meeting with China’s prime minister to the issue and sending the message, according to one of his top aides, that if “the Chinese don’t take actions, we have other means of protecting U.S. interests.”",2010-09-23 14:45:50+00:00
U.S. Walks Out as Iran Leader Speaks,"UNITED NATIONS — President Mahmoud Ahmadinejad of Iran made a series of incendiary remarks in his speech to the United Nations General Assembly on Thursday, notably the claim that the United States orchestrated the Sept. 11 attacks to rescue its declining economy, to reassert its weakening grip on the Middle East and to save Israel.",2010-09-23 17:43:48+00:00
‘White House Diary’,Preface,2010-09-26 20:28:33+00:00
China Imposes a Steep Tariff on U.S. Poultry,"HONG KONG  Days after it flexed its economic muscle in a diplomatic dispute with Japan, China continued to display a more assertive international economic policy on Sunday as it imposed steep tariffs on poultry imports from the United States. ",2010-09-27 01:32:39+00:00
The Way Toward a Global 'Reset',"In both Russia and the United States, the “reset” in U.S.-Russian relations, to which the leaders of both countries first declared their commitment more than 18 months ago, is now being assessed. Some, often for reasons of domestic politics, are trying to belittle any achievements. Others are wondering whether a new stage in the relationship has truly begun, or whether this is just another pendulum swing in a positive direction, to be followed inevitably by a swing backward.",2010-09-28 15:33:12+00:00
"In Russia, BP Sees a Second Act","MOSCOW  Though its gushing well in the Gulf of Mexico is capped, BP seems doomed to years of hostile regulation and lawsuits in the United States. ",2010-09-28 17:09:45+00:00
"Eye on China, House Votes for Greater Tariff Powers","WASHINGTON — The House of Representatives sent an unusually confrontational signal to the Chinese leadership on Wednesday, voting overwhelmingly to give the Obama administration expanded authority to impose tariffs on virtually all Chinese imports to the United States.",2010-09-29 22:03:19+00:00
Chinese Writers Give a Warmer Take on U.S. Democracy,"Shortly after Steven Shen’s parents joined him in Los Angeles in 2005, his mother, emboldened by an international dialing plan costing just $24.99 a month, began making long telephone calls to relatives and friends back in Beijing. One day Mr. Shen asked: What did they talk about? ",2010-09-30 11:20:51+00:00
Absent at the Creation,"A radical new phase in Cuban history is unfolding in plain sight. But unlike the rest of the world, Washington appears not to notice.",2010-10-01 12:03:13+00:00
"After 17 Years, Russia Resolves U.S. Objections for Entry Into W.T.O.",MOSCOW  Russia’s finance minister said Friday that his country had resolved outstanding trade disagreements with the United States that had been holding up Russian membership in the World Trade Organization. Russia has sought entry to the W.T.O. since soon after the breakup of the Soviet Union. ,2010-10-01 19:26:30+00:00
Sarkozy to Propose New Bond With Russia,"PARIS  President Nicolas Sarkozy of France plans to propose a new security and economic relationship between Europe and Russia when he meets with President Dmitri A. Medvedev of Russia and Chancellor Angela Merkel of Germany this month in Deauville, senior French officials said Friday.",2010-10-01 22:59:45+00:00
Guantánamo Lawyers Showed Their Moral Fiber,"NEW YORK — Imagine that you’ve been held incommunicado in a remote American military prison for years, been interrogated all night dozens of times and brutalized while under the control of guards who make it very clear to you that you have no rights.",2010-10-06 11:31:28+00:00
Shortening the Long Arm of the Law,"For more than a decade, dozens of multinational corporations have been sued in federal courts in the United States for alleged human rights violations under the so-called Alien Tort Statute. Now these suits may be over. ",2010-10-08 12:18:13+00:00
Shared Concern About China Aligns U.S. and Vietnam,"HANOI — A visit to Vietnam this week by the secretary of defense, Robert M. Gates, is the latest step in a bilateral relationship that is at its warmest since diplomatic ties were established 15 years ago. ",2010-10-10 14:15:55+00:00
Gates Urges Improved Military Ties With China,"HANOI, Vietnam  Defense Secretary Robert M. Gates met here with his Chinese counterpart on Monday to directly make a case for restoring military-to-military relations broken off by Beijing in retaliation for American weapons sales to Taiwan.",2010-10-11 12:33:58+00:00
U.S. Alarmed by Harsh Tone of China’s Military,"BEIJING  Defense Secretary Robert M. Gates met his Chinese counterpart, Liang Guanglie, in Vietnam on Monday for the first time since the two militaries suspended talks with each other last winter, calling for the two countries to prevent “mistrust, miscalculations and mistakes.”",2010-10-11 22:44:32+00:00
U.S. and China Soften Tone Over Disputed Seas,"HANOI, Vietnam  The United States and China sought to defuse tensions over disputed territorial seas on Tuesday, with Defense Secretary Robert M. Gates urging nations to honor historic rights of free transit through international waters and his Chinese counterpart saying the region had nothing to fear from Beijing’s armed forces. ",2010-10-12 12:06:01+00:00
China Needs NGOs,"The article “China’s charitable past” (Views, Sept. 29) characterizes the Chinese charitable sector far too simplistically. In focusing on Mao’s negative impact on philanthropy, the article ignores the dynamic and complex nonprofit sector that has developed in China in the 30 years since Mao’s death, by-and-large with the encouragement and support of government leaders. ",2010-10-12 13:03:13+00:00
U.S. and Vietnam Build Ties With an Eye on China,"HANOI, Vietnam  A visit to Vietnam this week by Robert M. Gates, the United States defense secretary, is just the latest step in a bilateral relationship that is at its warmest since diplomatic ties were established 15 years ago.",2010-10-13 00:27:45+00:00
Raising the Barricades Against a Rush of Capital,HONG KONG — The risk of a global currency and trade war is intensifying: What started primarily as a dispute between the United States and China is now spreading to the emerging world as policy makers there move to shield their economies from powerful economic forces that threaten their own development.,2010-10-13 12:18:19+00:00
"For Europe, a Challenge to Make Its Voice Resonate","BERLIN — After spending months lobbying members of the U.N. General Assembly to award them nonpermanent seats on the U.N. Security Council, Germany and Portugal were finally elected Tuesday.",2010-10-13 12:31:18+00:00
"China Tests Atomic Bomb, Asks Summit Talk On Ban; Johnson Minimizes Peril","Hong Kong, Oct. 16--Communist China announced tonight that it had exploded its first atom bomb. Peking pledged that it would never be the first to use nuclear weapons in the future.",2010-10-16 04:00:00+00:00
Decline in Rare-Earth Exports Rattles Germany,"BERLIN — China’s curtailing of rare earth exports is causing so much concern in Germany that industry and government are joining forces by appealing to the European Commission and the World Trade Organization to intervene, industry officials said Tuesday.",2010-10-19 18:41:12+00:00
Subsidize Clean Air,To the Editor:,2010-10-23 23:07:31+00:00
"Taking Harder Stance Toward China, Obama Lines Up Allies","WASHINGTON  The Obama administration, facing a confrontational relationship with China on exchange rates, trade and security issues, is stiffening its approach toward Beijing, seeking allies to confront a newly assertive power that officials now say has little intention of working with the United States.",2010-10-25 17:26:07+00:00
U.S. to Send Visual Artists as Cultural Ambassadors,"In recent years the State Department has relied on performing artists to act as cultural ambassadors, sending dancers and musicians around the world to show people that America is more than just Hollywood movies, McEverything and two drawn-out wars.",2010-10-25 22:37:22+00:00
Chinese Telecom Giant in Push for U.S. Market,"SANTA CLARA, Calif.  This spring, an executive from a Chinese telecommunications equipment company made an intriguing job offer to a Silicon Valley software engineer. The Chinese company, Huawei Technologies, wanted to get into the booming market for Internet-based computing, and it had just moved its United States research headquarters here to capture some of the best local talent.",2010-10-26 01:02:27+00:00
"In Northern Vietnam, a Region of Beauty and Ethnic Traditions","MY first glimpse of the place that some call Shangri-La came on a brisk spring afternoon as we were careening along a narrow road hemmed in by sheer limestone walls. Our driver made a hairpin turn and all at once the landscape erupted into a sweep of dazzling slopes, serrated ridges and hanging valleys. In the pocket of a mountain pass called Heaven’s Gate, Hoang Tuan Anh, who also served as our guide, stopped his pickup truck so we could gaze at the vista of radiant sky that had opened up before us. This was only the beginning, Mr. Anh said, as we resumed our upward drive. “We will go as high as the clouds!”",2010-10-27 21:35:24+00:00
"Leaving for Asia, Clinton Says China is Not an Adversary","HONOLULU — Opening a seven-country tour of Asia shadowed by fears about China’s rising influence, Secretary of State Hillary Rodham Clinton declared here on Thursday that the United States was not bent on containing China, even if its relationship with Beijing was complicated.",2010-10-28 09:26:13+00:00
The N.B.A.’s Oligarch and His Power Games,"The Prokhorov Effect“Pretend you are putting a gun against my back,” said the Russian billionaire. We were standing in a small training room on the third floor of his house outside Moscow. Suddenly he pivoted, and any ideas I had of sprinting off with his wallet went poof. His loaded foot was poised to crush my knee. You had to wonder, Did he really need the full security detail that followed his chauffeured Mercedes around Moscow in a Land Rover?",2010-10-28 14:17:14+00:00
Samsung and Sony Report Profit Increases,"HONG KONG — Samsung Electronics and Sony reported significant increases in earnings Friday, but both technology giants cited a weak U.S. dollar as a headwind against future sales.",2010-10-29 07:31:00+00:00
U.S.-China Cooperation,"The news article “Americans seek allies in bid to limit Beijing’s rise” (Oct. 27) identifies recent factors in the declining trust between the United States and China, but not all trend lines are negative. U.S. and Chinese officials have demonstrated lately a better understanding of each other’s domestic politics. Each side is getting better at providing notice and explanation for decisions on sensitive issues (trade, currency, Tibet and Taiwan) to minimize disruption to bilateral relations. The Obama administration knows that calling for a responsible China also means offering a seat at the table, and Beijing may at last recognize that suspending military-to-military relations is counterproductive. ",2010-10-29 13:48:07+00:00
U.S. Works to Ease China-Japan Conflict,"HANOI, Vietnam  With tensions between China and Japan spilling out at an East Asian summit meeting here, the United States is trying to defuse an escalating diplomatic row over their competing claims to a cluster of small islands in the East China Sea.",2010-10-30 15:07:18+00:00
Two Among Many,HONG KONG — Summit meetings are at best symbolic. But last week’s East Asian summit in Hanoi ranked very high in symbolism.,2010-11-01 13:02:31+00:00
"In Asia, Response to Elections Is Muted","HONG KONG — Reaction across Asia to the U.S. elections on Wednesday was muted as attention focused on the planned tour by President Obama to the region, scheduled to begin Friday in India.",2010-11-03 10:17:25+00:00
Is Obama’s War With U.S. Chamber of Commerce Over?,"3:31 p.m. | Updated If President Obama is to be believed, one of the bitterest political feuds of the past two years could be cooling off: his war with the U.S. Chamber of Commerce.",2010-11-04 14:02:25+00:00
"Obama to Visit India, and Both Sides Hope to Expand Ties","MUMBAI, India — As President Obama pays his first visit to India this weekend, he may want to take his lead from Mary Kay.",2010-11-04 17:59:15+00:00
China Assails Nobel Peace Prize as ‘Card’ of West,"BEIJING  Accelerating its assault on the award of the Nobel Peace Prize to the Chinese dissident Liu Xiaobo, China denounced the prize on Friday as a political tool of the West, and an official warned that countries acknowledging the honor would “bear the consequences.”",2010-11-05 16:49:40+00:00
The China Boom,"IN her ballroom dance class, Li Wanrong has learned to tango and cha-cha. At lunch one day, she tried a strange mix of flavors — pepperoni pizza, the spicy sausage and oozing cheese nearly burning her tongue. Then there was that Friday night before going clubbing for the first time when new friends gave her a makeover, and she looked in the mirror to see an American girl smiling back wearing a little black dress, red lipstick and fierce eyeliner.",2010-11-05 18:31:44+00:00
Obama Is Not Likely to Push India Hard on Pakistan,NEW DELHI  Senior American military commanders have sought to press India to formally disavow an obscure military doctrine that they contend is fueling tensions between India and Pakistan and hindering the American war effort in Afghanistan.,2010-11-05 18:51:38+00:00
America and India: The Almost-Special Relationship,"NEW DELHI — At a panel discussion last week on relations between India and the United States, Strobe Talbott, the former American diplomat, told an audience of Indian business leaders that he had learned a valuable lesson about India: Do not hyphenate it. As in Indo-Pak. (Or, in a close cousin of a hyphen, as in Chindia.) The audience smiled at his epiphany: India matters because it is India.",2010-11-06 16:12:38+00:00
What's Next for China After Saving the World?,BEIJING — The giant fiscal stimulus and bank lending spree that China started two years ago saved the world from recession. What can Beijing do for a follow-up act?,2010-11-08 13:59:20+00:00
Obama Nudges India To Lead,"President Obama gave a fine speech this morning to the Indian parliament — and to China and Pakistan, which clearly were intended audiences as well. That emphasis on how democracy isn’t an impediment for a developing country seeking economic growth was all about China. Likewise the stress on the links between two great democracies amounted to a studied contrast with Sino-U.S. relations, especially in the aftermath of the Liu Xiaobo Nobel Peace Prize.",2010-11-08 13:59:30+00:00
Bloggingheads: Dealing With China,"Heather Hurlburt, left, of the National Security Network and Eli Lake of The Washington Times discuss how the U.S. can influence China.",2010-11-09 02:34:56+00:00
India and the U.S.,"Compared with China, India obviously offers other nations a model for development more attuned to the values of the United States. But the conclusion to Akash Kapur’s article “Lighting the path to development” (Page Two, Nov. 5) — that Washington’s true strategic interest lies in India’s potential to spread American values — does not hold water.",2010-11-09 12:18:09+00:00
Obama and China Play Rival Suitors to Indonesia,"JAKARTA, Indonesia  Less than a day before President Obama touched down in Jakarta on Tuesday, a high-level Chinese delegation wrapped up a three-day official visit here by announcing that Beijing would invest $6.6 billion in desperately needed infrastructure improvements. The announcement’s emphasis on roads, bridges and canals  not to mention its timing  laid down a not-so-subtle challenge to Mr. Obama: Show your Indonesian hosts the money.",2010-11-09 16:53:48+00:00
Containment-Lite,"Don’t believe everything you read in the paper. Take this headline that appeared a couple weeks ago, when I was in New Delhi, in The Hindustan Times: “U.S. Not Seeking to Contain China: Clinton.” It was referring to a statement made by Secretary of State Hillary Clinton while on a swing through Asia. No, Washington is not trying to contain China the way we once did the Soviet Union, but President Obama didn’t just spend three days in India to improve his yoga.",2010-11-10 03:56:06+00:00
China's Trade Surplus Rises to $27.1 Billion in October,"BEIJING — A surge in the Chinese trade surplus, to $27.1 billion in October, set the stage for more political tensions just as world leaders gathered for a two-day summit meeting aimed at tackling the sensitive topics of global trade imbalances and currency valuations.",2010-11-10 03:59:00+00:00
Free-Trade Pact With South Korea Still Not Finished,"SEOUL, South Korea  Aides to President Obama and President Lee Myung-bak of South Korea were scrambling early Thursday to reach agreement on a revised free-trade pact that they hoped would show their commitment to expand commerce ahead of the G-20 conference of leading nations.",2010-11-11 04:35:58+00:00
U.S. and South Korea Fail to Agree on Trade,"SEOUL, South Korea  President Obama and President Lee Myung-bak of South Korea failed to reach an agreement Thursday on a long-awaited free-trade agreement, saying they had decided instead to give their negotiators more time to work out differences, which revolved around Korean imports of American autos and beef.",2010-11-11 05:55:22+00:00
Obama Calls Arms Treaty a Priority,"YOKOHAMA, Japan  President Obama ended a 10-day diplomatic and economic journey through Asia on a personal note Sunday, visiting a colossal copper Buddha that he had seen as a 6-year-old boy, then headed for Washington to confront the lame-duck Congress on Monday. He told President Dmitri A. Medvedev of Russia here that his “top priority” on foreign policy for the Congressional session is ratification of their new arms control treaty, which is stalled in the Senate.",2010-11-14 02:53:27+00:00
Japan's Overblown Anxiety,"In Japan, anxiety over a lost decade has given way to fear that economic growth is never coming back. Japanese pundits warn that the country has “lost its animal spirits.” ",2010-11-16 12:18:00+00:00
Paul Calello of Credit Suisse Dies at 49,"2:51 p.m. | Updated Paul Calello, the chairman of the investment bank at Credit Suisse Group who helped navigate the Swiss bank through the financial crisis, died on Tuesday at his home in Brooklyn Heights. He was 49.",2010-11-16 16:49:33+00:00
The Money Gap in the Climate Fight,"11:56 a.m. | Updated A core scene from “Jerry Maguire,” in which a football star challenges his agent to get serious, holds the same message poor countries have placed directly in the face of the world’s established industrial powers in climate treaty negotiations that resume next month: “Show me the money.”",2010-11-17 15:51:47+00:00
Nobel Winner’s Absence May Delay Awarding of Prize,"BEIJING  During the depths of the cold war, when the Soviet physicist and human rights advocate Andrei D. Sakharov was awarded the Nobel Peace Prize, the Kremlin barred him from leaving the country. But the authorities allowed his wife to collect the award in his stead. ",2010-11-18 10:52:41+00:00
De Gaulle Rallied France in War and Strove to Lead Her to Greatness," ""Your reply is going to determine the destiny of France,"" an intense, solemn yet aged voice told the French people on April 25, 1969, ""because if I am disavowed by the majority of you, my present task as chief of state would obviously become impossible [and] I would immediately stop exercising my functions."" ",2010-11-18 15:51:50+00:00
Midterm Maneuvers," My daughter was looking at President Obama’s picture in the paper the morning after the midterm elections. “Daddy,” she asked, “why does he look so frustrated?” Explaining divided government to a 3-year-old turns out to be harder than you’d think. But she did seem to get the point that, while Obama was still the president, his job was about to become much more difficult.",2010-11-19 17:28:20+00:00
"As U.S. Mumbles, Britain Speaks Out","LONDON — Back in the 1940s a young Foreign Office recruit was asked what he thought were the most important things in the world. “Love and Anglo-American relations,” he responded.",2010-11-22 14:18:07+00:00
A Line in the Sea Divides the Two Koreas,"Updated | 5:21 p.m. The residents of South Korea’s Yeonpyeong Island, who rushed to air-raid shelters on Tuesday as they came under attack from North Korea, are well aware that they live on the edge of a geopolitical fault line. The island is in disputed waters claimed by both countries, just two miles from the so-called Northern Limit Line, a maritime border the North has never recognized, and only eight miles from the North Korean coast.",2010-11-23 14:56:12+00:00
South Koreans and U.S. to Stage a Joint Exercise,"WASHINGTON  President Obama and South Korea’s president agreed Tuesday night to hold joint military exercises as a first response to North Korea’s deadly shelling of a South Korean military installation, as both countries struggled for the second time this year to keep a North Korean provocation from escalating into war.",2010-11-24 02:25:15+00:00
Chalmers Johnson Dies at 79; Criticized U.S. Role in World,"Chalmers Johnson, an Asian studies scholar who stirred controversy with books contending that the United States was trying to create a global empire and was paying a stiff price for it, died Saturday at his home in Cardiff-by-the Sea, Calif. He was 79.",2010-11-24 05:21:24+00:00
White House Seeks Chinese Help With N. Korea,WASHINGTON  The Obama administration on Wednesday began a broad effort to enlist China to help rein in North Korea in the wake of its deadly attack Tuesday on South Korea.,2010-11-24 13:30:00+00:00
Failure to Communicate,"In Iraq, the United States Army often lacked the Arabic translators desperately needed to decipher documents captured from insurgents who were planting hidden explosive devices that killed and maimed American soldiers by the hundreds. In New York City, the opening of a charter school where pupils might master the intricacies of Arabic was all but thwarted by vociferous critics, many of them vocal supporters of Israel, who made it sound as if a terrorist training camp was opening in Brooklyn.",2010-11-26 20:32:13+00:00
U.S. and South Korea Begin Joint Naval Exercises,"SEOUL, South Korea — The United States and South Korea began naval exercises on Sunday that were meant as a warning to North Korea for recent provocations, including last week’s deadly artillery attack on a island populated by South Koreans in the Yellow Sea.",2010-11-27 13:52:15+00:00
U.S. Expects Soccer’s Rise if It Hosts Cup in 2022," Interest in soccer has grown considerably in the United States since it hosted the 1994 World Cup. Major League Soccer is on solid footing, having just completed its 15th season of competition. And American television viewership for the quadrennial World Cup final now outdraws the average audience for the World Series.",2010-11-27 19:11:40+00:00
Asking China to Act Like the U.S.,"WASHINGTON — A fundamental tenet of foreign policy says that nations will seldom voluntarily act against what they have determined, for whatever reason, to be their own national interest.",2010-11-27 20:10:35+00:00
China Seeks Talks to Ease Korean Tension,"BEIJING — China moved over the weekend to defuse the latest crisis on the Korean Peninsula, publicly calling on Sunday for “emergency consultations” while beginning what amounted to high-level shuttle diplomacy between North and South Korea.",2010-11-28 12:40:44+00:00
Leaked Cables Offer Raw Look at U.S. Diplomacy,"WASHINGTON — A cache of a quarter-million confidential American diplomatic cables, most of them from the past three years, provides an unprecedented look at back-room bargaining by embassies around the world, brutally candid views of foreign leaders and frank assessments of nuclear and terrorist threats.",2010-11-28 18:08:38+00:00
"Around the World, Distress Over Iran",,2010-11-28 18:09:00+00:00
U.S. Expands Role of Diplomats in Spying,"WASHINGTON  The United States has expanded the role of American diplomats in collecting intelligence overseas and at the United Nations, ordering State Department personnel to gather the credit card and frequent-flier numbers, work schedules and other personal information of foreign dignitaries. ",2010-11-28 18:10:04+00:00
WikiLeaks Archive — Cables Uncloak U.S. Diplomacy,A cache of diplomatic cables provide a chronicle of the United States’ relations with the world.,2010-11-28 18:12:01+00:00
"Reaction to Leak of U.S. Diplomatic Cables, Day 1","On Sunday, The Lede tracked the global reaction to the release of a trove of American diplomatic cables by WikiLeaks, the whistle-blowers’ Web site.",2010-11-28 18:13:57+00:00
U.S. and South Korea Balk at Talks With North,"WASHINGTON  The United States, South Korea and Japan are all balking at China’s request for emergency talks with North Korea over the crisis on the Korean Peninsula, as high-profile military exercises between South Korea and the United States in the Yellow Sea continued on Monday in a show of force.",2010-11-29 11:46:28+00:00
Answers to Readers’ Questions About State’s Secrets,"The New York Times is publishing State’s Secrets, a series of articles about a trove of more than 250,000 American diplomatic cables that were originally obtained  by WikiLeaks, an organization devoted to exposing official secrets. The cables reveal the daily traffic between the State Department and more than 270 diplomatic outposts around the world and offer a secret chronicle of the United States’ relations with other nations in an age of war and terrorism.",2010-11-29 16:14:38+00:00
The Age of Possibility,"The fall of the Berlin Wall freed Europe, but its broader impact only became clear in the first decade of the 21st century. We didn’t see, in our giddiness, the other walls crumbling: say between Turkey, a NATO member, and Syria, then a Soviet ally, where at least 60,000 land mines once sealed the 540-mile border. Some $2 billion in trade now flows annually across a visa-free frontier. Satellites or former republics of the Soviet Union, like Bulgaria and Georgia, similarly discovered the Turkey next door. No longer the edge of the West, Turkey quietly turned itself into the hub of Eurasia.",2010-11-29 17:03:11+00:00
"Reaction to Leak of U.S. Diplomatic Cables, Day 2",,2010-11-29 17:17:22+00:00
Cables Depict U.S. Haggling to Clear Guantánamo,"WASHINGTON — Last year, King Abdullah of Saudi Arabia proposed an unorthodox way to return Guantánamo Bay prisoners to a chaotic country like Yemen without fear that they would disappear and join a terrorist group.",2010-11-29 21:29:55+00:00
North Korea Keeps the World Guessing,"WASHINGTON — With North Korea reeling from economic and succession crises, American and South Korean officials early this year secretly began gaming out what would happen if the North, led by one of the world’s most brutal family dynasties, collapsed.",2010-11-29 21:30:03+00:00
China Bars U.S. From American Geologist’s Appeal,"BEIJING — The United States Embassy was denied access to an appeal hearing for an American geologist sentenced in July to eight years in prison for buying a database on China’s oil industry, an American official said here Tuesday.",2010-11-30 14:16:12+00:00
State’s Secrets: Teaching About WikiLeaks,"A huge trove of confidential diplomatic cables — some 250,000 individual cables, the daily traffic between the State Department and more than 270 American diplomatic outposts around the world — were obtained by an organization called WikiLeaks and made available to several news organizations, including The New York Times. The Times began publication of articles based on the cables online on Sunday.",2010-11-30 17:55:30+00:00
From WikiChina,"While secrets from WikiLeaks were splashed all over the American newspapers, I couldn’t help but wonder: What if China had a WikiLeaker and we could see what its embassy in Washington was reporting about America? I suspect the cable would read like this:",2010-12-01 02:28:14+00:00
Secrecy and Diplomacy in the Age of WikiLeaks,To the Editor:,2010-12-01 03:06:24+00:00
