headline,lead_paragraph,date
Who Will Stand Up for the Responsibility to Protect?,"Last month, during her confirmation hearing to be our next Ambassador to the United Nations, Samantha Power was asked about a concept most Americans have never heard of, let alone understand—the Responsibility to Protect. Her cautious response spoke volumes about the ambivalence in the United States government towards a new idea that has gained traction as a tool for addressing conscience-shocking atrocities.",2013-08-01 15:19:56+00:00
U.S. Denounces Vietnam’s New Limits on Dissent on Internet,"HONG KONG — American officials criticized the Vietnamese government on Tuesday for its new limits on political dissent on the Internet, citing a decree that appears to restrict people from sharing news articles on social media and personal Web sites.",2013-08-06 05:56:26+00:00
"Today in Small Business: Amy’s Baking, Again","What’s affecting me, my clients and other small-business owners today.",2013-08-09 15:00:36+00:00
American Inmate in North Korea Seeks Help From Washington,"SEOUL, South Korea — An American tour operator imprisoned in North Korea on charges of plotting to harm the socialist country through Christian missionary activities has appealed to Washington to send a high-ranking official to North Korea to help free him, according to a videotaped interview made public on Tuesday.",2013-08-13 11:06:33+00:00
"In Brazil, Kerry Is Told Spying Sows ‘Distrust’","RIO DE JANEIRO — Brazil’s foreign minister on Tuesday excoriated the surveillance practices of the United States, dismissing as unsatisfactory Secretary of State John Kerry’s explanation of the wide-ranging collection of data on telephone and electronic communications and describing the spying as “a new type of challenge” in Brazil’s relationship with the United States.",2013-08-14 00:28:02+00:00
The End of a Nuclear Era,"PALO ALTO, California — President Barack Obama’s cancellation of his planned meeting next month with President Vladimir Putin was followed by a statement at his Aug. 9 press conference regarding a “pause” to “reassess where it is that Russia is going.”",2013-08-14 12:20:30+00:00
The Drive to Blame Russia,"NEW YORK — President Obama’s decision to cancel his September meeting with President Vladimir Putin was heartily welcomed by a broad swath of the American political class. In the view of many American critics of Putin and the Kremlin, it was about time to punish Russia. Were it not for Russia, their argument goes, not only would Edward Snowden now be facing justice in the United States, but President Bashar al-Assad of Syria would have been removed and the civil war ended, Iran would have forsworn its nuclear weapons program, and Ukraine and Georgia would be flourishing democracies solidly anchored in the West.",2013-08-21 14:17:34+00:00
Foreign Policy by Whisper and Nudge,"IF you follow the commentary on American foreign policy toward Egypt and the broader Middle East today, several themes stand out: People in the region argue: “Whatever went wrong, the United States is to blame.” Foreign policy experts argue: “Whatever President Obama did, he got it wrong.” And the American public is saying: “We’re totally fed up with that part of the world and can’t wait for the start of the N.F.L. season. How do you like those 49ers?” ",2013-08-24 18:30:15+00:00
Surveillance Revelations Shake U.S.-German Ties,"BERLIN — Continuing revelations, based on documents leaked by Edward J. Snowden, of sweeping American digital surveillance around the world are rattling the close ties between the United States and Germany.",2013-08-26 00:21:47+00:00
Making Choice to Halt at Door of Citizenship,"Jonathan Wajskol, an Italian graphic designer who moved to the United States about three decades ago, has a life with the hallmarks of an immigrant success story: graduate studies at an American university; a successful international firm with partners in Milan and Beijing; and a residence in Greenwich Village that he shares with his wife and two children.",2013-08-26 01:51:59+00:00
U.S. Sends Envoy to North Korea to Seek American’s Release,"SEOUL, South Korea — Washington’s special envoy on North Korean human rights issues will visit that country on Friday to try to secure the release of an American imprisoned there on charges of plotting to harm the socialist country through his Christian missionary activities, the State Department said on Tuesday.",2013-08-28 04:27:10+00:00
Gun Bill in Missouri Would Test Limits in Nullifying U.S. Law,"JEFFERSON CITY, Mo. — Unless a handful of wavering Democrats change their minds, the Republican-controlled Missouri legislature is expected to enact a statute next month nullifying all federal gun laws in the state and making it a crime for federal agents to enforce them here. A Missourian arrested under federal firearm statutes would even be able to sue the arresting officer.",2013-08-28 16:18:05+00:00
U.N. Leader Urges Obama to Hold Off on a Strike,"Ban Ki-moon, the secretary general of the United Nations, cut short a European trip and rushed home on Thursday to prepare for a weekend briefing by his team of chemical weapons inspectors on the ground in Syria. He implored President Obama to refrain from a threatened military strike and to allow the procedures enshrined in the United Nations Charter to take their course. ",2013-08-30 02:21:11+00:00
U.S. Releases Detailed Intelligence on Syrian Chemical Attack,"PARIS — Seeking to move beyond Britain’s blindsiding rejection of military intervention in the Syrian conflict, the Obama administration received strong support from France on Friday and released a detailed intelligence summary to buttress its contention that the Syrian government used chemical munitions in an Aug. 21 attack, asserting for the first time that it had killed 1,429 people, nearly a third of them children.",2013-08-30 09:37:01+00:00
"In ‘Treasury’s War,’ Missiles for a Financial Battlefield","THE 21st century has ushered in new kinds of warfare that don’t involve soldiers wielding weapons. One type, cyberwarfare, seems to have drawn the most commentary and analysis. A less publicized type of attack, financial warfare, is covered in “Treasury’s War,” (PublicAffairs) a useful new book by one of this strategy’s architects, Juan C. Zarate, a former assistant Treasury secretary.",2013-08-31 16:54:55+00:00
Olympic Wheel of Fortune,"ONE of the year’s most heated competitions in all of sports will take place in a Hilton hotel conference room in Buenos Aires. But unless any of the participants get a case of the jitters, you won’t see a lot of sweat. You won’t see many athletes, either, or any courts, nets, uniforms or scoreboards.",2013-08-31 18:08:19+00:00
"In Syria, Anger and Mockery as Obama Delays Plan","BEIRUT, Lebanon — President Obama’s decision to seek Congressional approval for a military strike in response to reports of a chemical weapons attack in Syria drew a range of reactions from Syrians on Sunday, with rebel leaders expressing disappointment and goverment leaders questioning Mr. Obama’s leadership.",2013-09-01 07:34:38+00:00
"Attack Syria, Talk to Iran","The need for an immediate U.S. response in Syria to discourage the further use of chemical weapons does not change the fundamental dilemma of U.S. policy, which is that for very good reasons, the United States does not want either side to win this war. Victory for either side would mean dreadful massacres and ethnic cleansing, as well as an increased threat of international terrorism.",2013-09-01 11:44:07+00:00
Red Lines Matter,"BERLIN — Europe knows, and this city in particular, about the importance of American “red lines.” West Berlin, caught for more than four decades 100 miles within the Soviet occupation zone, survived on the credibility of the U.S. commitment to it, demonstrated by the Allied airlift in response to the Soviet blockade of 1948.",2013-09-03 12:54:47+00:00
Tracking the Syrian Crisis and the International Response,"The Times is following the conflict in Syria as the United States and its allies consider military action and will provide updates, analysis and public reaction from around the world. ",2013-09-03 20:40:10+00:00
Obama Says ‘World Set a Red Line’ on Chemical Arms,"STOCKHOLM — President Obama declared on Wednesday that the confrontation with Syria over chemical weapons was not a personal test for him but for Congress, the United States and the world as he worked to strengthen support at home and abroad for a punitive strike.",2013-09-04 10:41:12+00:00
Questions of Policy and Leadership Dog Obama Before Meeting in Russia,"ST. PETERSBURG, Russia — Not even a month ago, President Obama canceled a planned summit meeting with President Vladimir V. Putin, citing Russia’s decision to grant asylum to Edward J. Snowden as evidence of a broader deterioration of relations. “We weren’t going to have a summit for the sake of appearances,” the president’s deputy national security adviser, Benjamin J. Rhodes, said then.",2013-09-04 18:58:20+00:00
White House Looks to Syria Vote as Rudder for  Rest of Term,"ST. PETERSBURG, Russia — President Obama and his advisers view the coming decision on military action against Syria as a potential turning point that could effectively define his foreign policy for his final three years in office.",2013-09-05 12:32:07+00:00
Caught Between the U.S. and China,"SYDNEY, Australia — BUOYED by a mining boom, Australia was one of the only major developed economies to avoid recession during the global financial crisis. Its economy has been growing for two decades. So why is the ruling Labor Party, in power since 2007, badly trailing in most public opinion polls? ",2013-09-06 01:11:05+00:00
"With the World Watching, Syria Amassed Nerve Gas","WASHINGTON — Syria’s top leaders amassed one of the world’s largest stockpiles of chemical weapons with help from the Soviet Union and Iran, as well as Western European suppliers and even a handful of American companies, according to American diplomatic cables and declassified intelligence records.",2013-09-08 02:47:30+00:00
Obama Calls Russia Offer on Syria Possible ‘Breakthrough’,WASHINGTON — President Obama called a proposal by Russia on Monday to avert a United States military strike on Syria over chemical weapons use “a potentially positive development” but said he would continue to press for military action to keep the pressure up.,2013-09-09 10:01:01+00:00
Tracking the Syrian Crisis and the International Response,"The Times is following the conflict in Syria as the United States and its allies pursue a diplomatic solution and consider military action and will provide updates, analysis and reaction from around the world. ",2013-09-09 15:19:18+00:00
Rogge’s Legacy Doesn’t Extend to the Oppressed,"BUENOS AIRES — Twelve years ago, the International Olympic Committee traded an autocratic style of leadership for one that was considered inclusive, more democratic, less imperious.",2013-09-09 17:35:22+00:00
South Korea And U.S. Stay Firm on Talks With North ,"SEOUL, South Korea — Despite the recent easing of tensions on the Korean Peninsula, top American and South Korean nuclear negotiators reaffirmed on Tuesday that there would be no formal negotiations with North Korea until it showed that it was willing to dismantle its nuclear weapons programs.",2013-09-10 06:45:25+00:00
Obama’s Remarks on Syria,"Following is the complete text of President Obama’s speech about Syria from the East Room of the White House on Tuesday, as transcribed by Federal News Service. ",2013-09-11 01:17:30+00:00
Impact of Downturn on India’s Aid Program for Neighbors,"Bhutan, a tiny kingdom set amid the peaks of the Himalayas, and cradled between the east Indian states of Sikkim, West Bengal, Arunachal Pradesh and Assam, has been an integral part of India’s strategic policy for decades. The country’s new prime minister, Tshering Tobgay, secured an aid package from India worth 5,000 crore, 50,000 million rupees ($781million) for his nation during his recent visit to New Delhi.",2013-09-11 08:17:59+00:00
North Korea Appears to Restart Plutonium Reactor,"WASHINGTON — New satellite photographs showing steam emerging from a newly reconstructed nuclear reactor in North Korea suggest that the country may be making good on its promise to resume the production of plutonium for its small nuclear arsenal, six years after it reached an agreement with the Bush administration to dismantle the facility. ",2013-09-12 01:28:38+00:00
U.S. and Russia Far Apart on Eve of Talks Over Syria,"WASHINGTON — Secretary of State John Kerry headed late Wednesday to Geneva with a team of arms control experts for intensive talks with his Russian counterpart, Sergey V. Lavrov, to try to reach an agreement on how to secure and ultimately destroy Syria’s chemical weapons.",2013-09-12 02:04:59+00:00
U.S.-European Trade Talks Inch Ahead Amid Flurry of Corporate Wish Lists,"LONDON — Yum Brands, the owner of KFC, wants cheaper chicken wings, rumps and other assorted poultry parts.",2013-09-13 00:10:38+00:00
Brazil’s Leader Postpones State Visit to Washington Over Spying,"RIO DE JANEIRO — Brazil’s president, Dilma Rousseff, said Tuesday that she was postponing a state visit to the United States, delivering a sharp rebuke to the Obama administration over revelations that the National Security Agency had spied on her, her inner circle of top aides and Brazil’s largest company, the oil giant Petrobras.",2013-09-17 18:40:37+00:00
U.S. Denies Trying to Bar Venezuelan President From Airspace,"CARACAS, Venezuela — In the latest diplomatic dispute between the United States and Venezuela, American officials late Thursday gave permission for President Nicolás Maduro to fly over Puerto Rico on his way to a state visit in China and denied angry accusations from Venezuelan officials that the United States had tried to bar Mr. Maduro from its airspace.",2013-09-21 00:09:39+00:00
"For Migrants, New Land of Opportunity Is Mexico","MEXICO CITY — Mexico, whose economic woes have pushed millions of people north, is increasingly becoming an immigrant destination. The country’s documented foreign-born population nearly doubled between 2000 and 2010, and officials now say the pace is accelerating as broad changes in the global economy create new dynamics of migration.",2013-09-22 00:28:00+00:00
Visit to Washington Ends Era in U.S.- India Relations,"Prime Minister Manmohan Singh of India, who is on a visit to the United States, will meet President Obama in Washington on Friday.",2013-09-25 13:10:53+00:00
U.S. Sees Direct Threat in Attack at Kenya Mall,"NAIROBI, Kenya — Viewing the deadly siege at a shopping mall in Kenya as a direct threat to its security, the United States is deploying dozens of F.B.I. agents to investigate the wreckage, hoping to glean every piece of information possible to help prevent such a devastating attack from happening again, possibly even on American soil.",2013-09-26 00:29:40+00:00
A Fund for Bitcoins,"The upstart stock exchange SecondMarket, which made a name for itself allowing investors to buy shares of private companies, is turning to the next new thing: bitcoin. On Thursday, SecondMarket is expected to begin raising money for an investment fund — the first of its kind in the United States — that will hold only bitcoins, allowing wealthy investors to bet on the future price of the trendy but much debated virtual currency, Peter Lattman and Nathaniel Popper report in DealBook. The fund will be called the Bitcoin Investment Trust.",2013-09-26 11:59:33+00:00
Between Martyrdom and Diplomacy,"ISTANBUL — The Middle East is a place of fast-changing fortunes these days. Just ask the Turkish prime minister, Recep Tayyip Erdogan. Not so long ago neo-Ottomanism was the vogue phrase to describe Turkey’s expanding regional influence, pursued under a catchy dogma of “zero problems with neighbors.”",2013-09-26 12:35:27+00:00
China Ban on Items for Nuclear Use to North Korea May Stall Arms Bid,"BEIJING — During the George W. Bush era, North Korea and Iran were joined together as the Axis of Evil, but with President Obama’s phone call to President Hassan Rouhani of Iran last week, that pairing — already out of favor in some quarters in Washington — was no longer so tight. It is virtually impossible, analysts say, to imagine Mr. Obama reaching out anytime soon to the leader of North Korea, Kim Jong-un, who has already tested a nuclear bomb and threatened to stage a nuclear attack against the United States.",2013-09-29 23:50:11+00:00
U.S. and South Korea Set Defense Strategy for North Korean Threat,SEOUL — Defense Secretary Chuck Hagel said Wednesday that the United States had devised a strategy with South Korea to deter the growing threat of North Korea’s nuclear and chemical weapons programs.,2013-10-02 06:33:07+00:00
Another Shutdown Victim: U.S. Efforts to Offset China,"WASHINGTON — Debate over the federal government shutdown has tended to focus on those it hurts: veterans, tourists barred from the Lincoln Memorial and Yellowstone National Park, and giant-panda enthusiasts deprived of their publicly funded panda cam.",2013-10-02 22:18:25+00:00
U.S. and Japan Agree to Broaden Military Alliance,"TOKYO — The United States and Japan agreed on Thursday to broaden their security alliance, expanding Japan’s role while trying to show American determination to remain a dominant presence in the region.",2013-10-03 05:57:13+00:00
Niche Auction Houses Thrive in Hong Kong,"HONG KONG — With its proximity to mainland China and access to an international clientele, Hong Kong has become one of the fastest-growing and most diverse auction markets for power players like Christie’s and Sotheby’s. Now, the region’s niche auction houses are increasingly making their mark.",2013-10-03 13:15:22+00:00
"Gen. Vo Nguyen Giap, Who Ousted U.S. From Vietnam, Is Dead","Vo Nguyen Giap, the relentless and charismatic North Vietnamese general whose campaigns drove both France and the United States out of Vietnam, died on Friday in Hanoi. He was believed to be 102.",2013-10-04 15:36:57+00:00
Cancellation of Trip by Obama Plays to Doubts of Asia Allies,"BEIJING — As President Obama made apologetic calls to Asia to cancel his planned trip to the region, China’s leader, Xi Jinping, was taking a star turn in some of the same countries Mr. Obama would have visited.",2013-10-04 16:29:27+00:00
"Hagel’s Week in Asia, Complete With Talk of Drones and Fiscal Standoff","ABOARD A U.S. MILITARY JET — Within the same hour that the White House announced that President Obama was scuttling the remainder of his long-planned trip to Asia because of the government shutdown, Defense Secretary Chuck Hagel was ending a weeklong trip to South Korea and Japan, as part of the administration’s continuing — and vexed — attempt to refocus defense, economic and diplomatic interests in the region.",2013-10-05 00:38:11+00:00
"A Wolf, a Sheep, or What?","FOR anyone who enjoys a good metaphor, Iranian President Hassan Rouhani’s visit to the United Nations has been a field day for sheep and wolves. Rouhani has been dubbed both a “wolf in sheep’s clothing” and a “sheep in wolf’s clothing” and Prime Minister Bibi Netanyahu of Israel called Iran’s previous president, Mahmoud Ahmadinejad, “a wolf in wolf’s clothing.” ",2013-10-05 18:30:06+00:00
Default Threat Generates Fear Around Globe,"LONDON — The bitter fiscal stalemate in Washington is producing nervous ripples from London to Bali, with increasing anxiety that the United States might actually default on a portion of its government debt, set off global financial troubles and undercut fragile economic recoveries in many countries.",2013-10-07 19:52:37+00:00
Oil Shocks Ahead? Probably Not,"HOUSTON — OVER the last few months, as an Egyptian government fell in a coup, the United States considered an attack on Syria and disgruntled Libyan terminal guards blocked oil exports, the only predictable news was the rise in oil prices to levels not seen in more than two years.",2013-10-08 21:27:13+00:00
"Standoff on Debt Default Fails to Rattle Asia, Yet ","HONG KONG — When the United States government was borrowing heavily four years ago to cover costs related to the global financial crisis, Wen Jiabao, then the prime minister of China, strongly and publicly warned Washington to make sure that Chinese investments in Treasury securities were safe.",2013-10-10 15:37:16+00:00
"Touring Southeast Asia, Chinese Leader Outshines Kerry","At the East Asia Summit meeting in Brunei last week, Secretary of State John Kerry had barely finished counseling Southeast Asian countries to stick together in their quarrels with China over the South China Sea when Prime Minister Li Keqiang of China embarked on tours of Thailand and Vietnam.",2013-10-14 20:10:56+00:00
The Middle East Pendulum,"ISTANBUL — The Middle Eastern strongmen are back. The counterrevolution is in full swing. Islamists and secular liberals do battle. The Shiite and Sunni worlds confront each other. A two-state Israeli-Palestinian peace looks impossible. Freedom is equated with chaos. For this region there is no future, only endless rehearsals of the past.",2013-10-14 21:52:47+00:00
Hugh White on ‘The China Choice’,"Australia has always been one of the United States’ most loyal allies, but now that the Australian economy depends mightily on the sale of iron ore to China, attitudes are a little more blurred. So perhaps it is not surprising that a provocative thesis — that the United States should share power with China in the Asia-Pacific region — should come from a former Australian government defense official.",2013-10-17 00:40:08+00:00
A Thaw in Geneva?,"Talks in Geneva this week have reinforced the hope that Iran and the major powers — the United States, Britain, Russia, France, Germany and China — may finally be serious about resolving the long-running dispute over Iran’s nuclear program. ",2013-10-18 01:13:26+00:00
Q. and A.: Yang Fenggang on the ‘Oxford Consensus’ and Public Trust in China,"In late August, two dozen Chinese public intellectuals from four of the country’s main ideological schools — Confucian, New Left, Liberal and Christian — met at Oxford University’s Wycliffe Hall to discuss their country’s problems. Remarkably, for a group of people who in Chinese public life are often at each other’s throats, they came up with what is now being dubbed the “Oxford Consensus” — four theses expressing their hopes for a pluralistic, liberal China.",2013-10-18 05:16:02+00:00
Ex-Envoy Says Misunderstanding Runs on Both Sides of U.S.-Pakistan Ties,WASHINGTON — The meeting between President Obama and Prime Minister Nawaz Sharif at the White House on Wednesday is the most recent attempt by American and Pakistani leaders to reset a fraught relationship.,2013-10-22 09:19:41+00:00
"U.S. and 10 Other Nations Back Peace Talks, but Syrian Moderates Are Uncertain",LONDON — The United States and 10 Arab and European nations expressed support on Tuesday for the convening of a peace conference next month in Geneva to begin negotiations on a political settlement to end the bloody civil war in Syria. ,2013-10-22 11:12:57+00:00
Turkey Adrift,ISTANBUL — Turkey’s announcement last month that it would buy a long-range defense system from a Chinese company is the latest sign that Ankara’s attempts to strike an independent foreign policy have gone wrong. ,2013-10-23 12:28:00+00:00
In Our Pages: October 25,1913 Japan Deal Tests U.S. Relations,2013-10-24 16:42:44+00:00
A Game of Shark and Minnow,"In a remote corner of the South China Sea, 105 nautical miles from the Philippines, lies a submerged reef that the Filipinos call Ayungin. There’s little to commend the spot, apart from its plentiful fish and safe harbor. In most ways it resembles the hundreds of other desolate reefs, islands, rock clusters and cays that collectively are called the Spratly Islands. But Ayungin is different. It sits on the southwestern edge of Reed Bank, an area rumored to contain vast reserves of oil and natural gas. And its shallows are home to a World War II-era ship called the Sierra Madre, which the Philippine government ran aground on the reef in 1999 and has since maintained as a kind of post-apocalyptic military garrison, manned by eight Filipino troops struggling to survive extreme mental and physical desolation. Of all places, the scorched shell of the Sierra Madre has become an unlikely battleground in a geopolitical struggle that will shape the future of the South China Sea and, to some extent, the rest of the world.",2013-10-24 22:49:09+00:00
"Amid New Storm in U.S.-Europe Relationship, a Call for Talks on Spying","BERLIN — While President Obama has tried to soften the blow, this week’s disclosures about the extent of America’s spying on its European allies have added to a series of issues that have sharply eroded confidence in the United States’ leadership at a particularly difficult moment.",2013-10-25 05:25:19+00:00
Her Dynasty,"For historians, there is no more powerful aphrodisiac than an exciting topic buoyed by a raft of unexploited sources, raising the prospect of a revisionist look at an important figure or even an entire era. There are few leaders in modern Chinese history more layered with prejudice begging to be stripped away than Cixi, the dowager empress who ruled China for almost half a century until her death in 1908. For decades, she was condescendingly referred to in the West as “the Old Buddha,” the “She Dragon,” the usurper of a throne “over whose disintegration she presided.”",2013-10-25 15:23:45+00:00
"In Spy Uproar, ‘Everyone Does It’ Just Won’t Do",WASHINGTON — The angry protests from Germany’s chancellor over the National Security Agency’s monitoring of her cellphone and France’s furor over the collection of data about millions of its citizens have obscured a new reality: The digital age has merely expanded the ability of nations to do to one another what they have done for centuries.,2013-10-26 03:29:44+00:00
Reasons to Talk to North Korea,"As officials in charge of American policy toward North Korea during the Clinton and Obama administrations, we met last month in Europe with senior representatives of the North Korean government to discuss relations between our countries. We believe that the current impasse, which only buys time for North Korea to develop its nuclear program, is unstable and that matters will only get worse if not addressed directly. It’s time for the Obama administration to reopen dialogue with Pyongyang.",2013-10-27 23:33:22+00:00
U.S. Says It Won’t Back New International Coal-Fired Power Plants,"WASHINGTON — In an aggressive move to impose President Obama’s environmental policies overseas, the Treasury Department on Tuesday largely declared an end to United States support for new coal-fired power plants around the world. The decision means that Mr. Obama’s administration will no longer contribute to coal projects financed by the World Bank and other international development banks.",2013-10-30 01:04:40+00:00
"Another Look at the Empress Dowager Cixi, This Time as the Great Modernizer","China’s sprint past India and practically every other developing country over the past three decades has raised a difficult, politically charged question: Who laid the foundations for the prosperity that Deng Xiaoping nurtured from 1978 until his death in 1997?",2013-10-30 11:20:03+00:00
Australia Said to Play Part in N.S.A. Effort,"BEIJING — Australia, a close ally of the United States, has used its embassies in Asia to collect intelligence as part of the National Security Agency’s global surveillance efforts, according to a document leaked by the former agency contractor Edward J. Snowden and published this week in the German newsmagazine Der Spiegel.",2013-10-31 17:50:11+00:00
No Morsel Too Minuscule for All-Consuming N.S.A.,"When Ban Ki-moon, the United Nations secretary general, sat down with President Obama at the White House in April to discuss Syrian chemical weapons, Israeli-Palestinian peace talks and climate change, it was a cordial, routine exchange.",2013-11-02 16:01:08+00:00
Calling America: Hello? Hello? Hello? Hello?,"SINGAPORE — HAVING lived and worked abroad for many years, I’m sensitive to the changing ways that foreigners look at America. Over the years, I’ve seen an America that was respected, hated, feared and loved. But traveling around China and Singapore last week, I was confronted repeatedly with an attitude toward America that I’ve never heard before: “What’s up with you guys?”",2013-11-02 18:30:08+00:00
Iran’s Top Leader and U.S. Counter Criticism of Talks,"TEHRAN — With talks over Iran’s nuclear program set to resume in Geneva this week, both sides engaged in a bit of public diplomacy Sunday: Iran’s supreme leader moved to quiet hard-liners in his country by expressing support for his negotiating team, while the chief American negotiator reiterated in an Israeli television interview that “no deal is better than a bad deal.”",2013-11-04 02:48:51+00:00
News From the Advertising Industry for the Week of Nov. 4,Accounts,2013-11-04 03:03:17+00:00
One Place Where the U.S. Can Rest Easy About China’s Influence?,"The bond between China and Pakistan is often called as high as the highest peaks, as deep as the deepest ocean. When things are going well, the proximity phrase — “as close as lips and teeth” — is thrown in, with winces on both sides.",2013-11-04 08:31:50+00:00
U.S. Checked in Central Asia,"ISTANBUL — The Pentagon quietly announced last month that the U.S. military is leaving the air base it has operated in Kyrgyzstan as a staging area for American troops and matériel since 2001. While the move will complicate American efforts to wind down the war in Afghanistan, the decision has much broader ramifications: It marks the end of a brief experiment to extend American power and influence into the distant strategic arena of Central Asia.",2013-11-04 12:44:35+00:00
"U.S. Will Ease Sanctions if Iran Halts Nuclear Program, Official Says","GENEVA — On the eve of a new round of talks between world powers and Iran, a senior Obama administration official said Wednesday that the United States was prepared to offer Iran limited relief from economic sanctions if Tehran agreed to halt its nuclear program temporarily and reversed part of it.",2013-11-06 22:02:03+00:00
U.S. Signals Flexibility as Iran Nuclear Talks Resume,GENEVA — Negotiators from Iran and six world powers convened in Geneva on Thursday as American officials signaled that the United States was prepared to offer Iran limited relief from economic sanctions if it agreed to halt its nuclear development program and reverse part of it.,2013-11-07 11:16:22+00:00
U.S. Loses Voting Rights at Unesco,"PARIS — The United States lost its vote at Unesco on Friday, two years after cutting off its financial contribution to the organization over the admission of Palestinians as full members. The move undermined America’s ability to exercise its influence in countries around the globe through the United Nations agency’s educational and aid programs, according to Western diplomats and international relations experts.",2013-11-08 15:18:23+00:00
"After Near Miss on Iran, Kerry Says Diplomacy Is Still the Right Path","ABU DHABI, United Arab Emirates — Secretary of State John Kerry came up a few disputed words short of closing a landmark nuclear deal with Iran on Sunday in Geneva. Now he is defending the diplomacy that led to that near miss against a rising chorus of critics at home and abroad.",2013-11-11 20:55:24+00:00
What About US?,"It goes without saying that the only near-term deal with Iran worth partially lifting sanctions for would be a deal that freezes all the key components of Iran’s nuclear weapons development program, and the only deal worth lifting all sanctions for is one that verifiably restricts Iran’s ability to breakout and build a nuclear bomb. ",2013-11-13 02:10:39+00:00
Iran Talks Face Resistance in U.S. Congress,"WASHINGTON — After having come tantalizingly close over the weekend to an agreement to freeze Iran’s nuclear program, the Obama administration is gingerly weighing a threat to the talks potentially more troublesome than the opaque leadership in Tehran: Congress. ",2013-11-13 02:51:32+00:00
New Chinese Panel Said to Oversee Domestic Security and Foreign Policy,"BEIJING — China’s new national security committee is mainly based on the Washington model. It will put at the disposal of the Chinese president, Xi Jinping, a highly empowered group of security experts who can work the levers of the country’s vast security apparatus — and presumably respond more nimbly than the country’s multilayered party, police and military bureaucracies have been known to do.",2013-11-13 12:06:24+00:00
U.S. Offers Reward in Wildlife-Trade Fight,"BANGKOK — Taking a page from the battle against international drug cartels, the United States announced on Wednesday a $1 million reward for information to help dismantle one of Asia’s largest wildlife-trafficking syndicates.",2013-11-13 12:07:36+00:00
New Catfish Inspections Are Posing a Problem for a Pacific Trade Pact,WASHINGTON — A curious hurdle is threatening to complicate efforts by the United States to reach a major trade agreement with 11 Pacific nations by the end of the year: catfish.,2013-11-13 19:51:28+00:00
Ending a Feud Between Allies,"WASHINGTON — Last month Japanese officials once again visited the controversial Yasukuni Shrine, which many Asians deplore as a symbol of Japan’s militaristic past. Soon afterward, South Korea celebrated a law passed in 1900 that claimed sovereignty over the Liancourt Rocks, a disputed outcropping in the waters between the countries. ",2013-11-14 11:07:41+00:00
"Compromise May Be Near for Iran Nuclear Deal, U.S. Official Says","WASHINGTON — A senior Obama administration official said on Friday that a solution could be found for one of the major stumbling blocks to an agreement that would freeze Iran’s nuclear program, and that the accord might be achieved next week.",2013-11-15 21:17:49+00:00
A Russian GPS Using U.S. Soil Stirs Spy Fears,"WASHINGTON — In the view of America’s spy services, the next potential threat from Russia may not come from a nefarious cyberweapon or secrets gleaned from the files of Edward J. Snowden, the former National Security Agency contractor now in Moscow. ",2013-11-16 23:50:10+00:00
Student Exchanges Between U.S. and Other Countries Rise to Record, ,2013-11-17 18:44:25+00:00
Top U.N. Official Warns of Coal Risks,"WARSAW — Most of the world’s coal needs to stay in the ground if greenhouse gas emissions are to be held in check, the United Nations’ top climate change official said Monday in a speech to coal industry executives here in Poland, one of the most coal-dependent nations on Earth.",2013-11-18 13:45:45+00:00
Let’s Make a Deal,"ABU DHABI, United Arab Emirates — The Middle East once again proves that if you eat right, exercise regularly and don’t smoke, you’ll live long enough to see everything, including a day when the Jews controlling Jerusalem and the Sunni Saudi Custodians of the Great Mosques of Mecca and Medina would form a tacit alliance against the Shiite Persians of Iran and the Protestants of America — with the Hindus of India and the Confucians of China also supporting America, sort of, while the secularist French play all sides.",2013-11-20 02:07:40+00:00
Typhoon Response Highlights Weaknesses in Philippine Military,"GUIUAN, the Philippines — As American cargo planes and military helicopters zipped across the sky above this decimated city, ferrying badly needed supplies to typhoon survivors, Philippine soldiers were working with what little they had — relying on motorcycles and boats to ferry messages between the army’s provincial headquarters and stricken municipalities along the eastern coast of Samar, some of them more than a hundred miles away.",2013-11-20 03:39:37+00:00
Gary Locke to Leave as U.S. Ambassador to China,"The American ambassador to China, Gary F. Locke, the first Chinese-American to hold the post, announced Wednesday that he was stepping down to rejoin his family in Seattle.",2013-11-20 06:41:26+00:00
Another American Citizen Is Arrested in North Korea,"BEIJING — An 85-year-old American veteran of the Korean War was detained in North Korea last month as he was about to depart after having visited the country on a tourist visa, his son said on Wednesday.",2013-11-20 17:22:45+00:00
U.S. and China Find Convergence on Climate Issue,"WARSAW — Discord and rivalry between Beijing and Washington have factored in international discussions of global warming since the United Nations climate treaty was established in 1992, contributing to the foundering of the 2009 talks in Copenhagen and much rough sailing since.",2013-11-22 01:06:56+00:00
Service Members Trapped in Cycle of Debt,"SERVICE MEMBERS VULNERABLE TO PAYDAY LOANS  |  Congress tried in 2006 to shield military members from payday loans, which come with double-digit interest rates and can plunge customers into debt. But nearly seven years after the Military Lending Act went into effect, government authorities say the law has gaps that threaten to leave hundreds of thousands of service members across the country vulnerable to potentially predatory loans, Jessica Silver-Greenberg and Peter Eavis report in DealBook. Authorities say the law has not kept pace with high-interest lenders that focus on servicemen and women, both online and near bases.",2013-11-22 13:01:28+00:00
