headline,lead_paragraph,date
"As Trump Escalates Trade Fight, China Can Take the Hit","SHANGHAI — Thanks to President Trump’s tariffs, Americans will soon be paying more for a wide variety of Chinese-made goods, and some American customers may end up buying from other countries instead.",2018-06-18 14:35:59+00:00
Pompeo Issues a Warning to the World on Trade,"Secretary of State Mike Pompeo went to the cradle of America’s car industry on Monday and issued a tough warning to allies and adversaries alike, saying that trading relationships with even close partners were “out of whack” and accusing China of engaging in an “unprecedented level of larceny.”",2018-06-18 23:41:29+00:00
"Trump Threatens Tariffs on $200 Billion in China Goods, Escalating Fight","WASHINGTON — President Trump further escalated his trade fight with China on Monday, saying his administration was prepared to impose tariffs on another $200 billion worth of Chinese goods and potentially even more if Beijing continues to fight back.",2018-06-19 00:03:45+00:00
"Kim Jong-un Returns to China, This Time With Leverage","BEIJING — North Korea’s leader, Kim Jong-un, arrived in Beijing on Tuesday amid an escalating trade conflict between China and the United States, one that gives him an opening to play the powers against each other as Washington presses him to dismantle his nuclear arsenal.",2018-06-19 02:44:05+00:00
Stocks Fall as Wall St. Turns Its Focus to Escalating U.S.-China Trade War,Wall Street’s focus returned on Tuesday to a fast escalating trade war and the damage it could do to business confidence and economic growth. Global stock benchmarks and commodity prices fell.,2018-06-19 08:39:26+00:00
U.S. Protester Held in Vietnam Confesses on State Television,BANGKOK — An American citizen who was arrested at a peaceful demonstration in Vietnam this month said on state television that he regretted breaking the law and that he would not join such protests again.,2018-06-19 11:22:19+00:00
Trump Administration Withdraws U.S. From U.N. Human Rights Council,WASHINGTON — The United States withdrew on Tuesday from the world’s most important human rights body in protest of its frequent criticism of Israel’s treatment of Palestinians. It was the latest effort by the Trump administration to pull away from international organizations and agreements that it finds objectionable.,2018-06-19 21:12:18+00:00
"As Kim Ends Beijing Visit, China and North Korea Craft New Messages","BEIJING — Propaganda departments in China and North Korea were in full swing on Wednesday as Kim Jong-un, the North Korean leader, concluded a two-day tour of China that painted the once-reclusive autocrat as a forward-looking leader.",2018-06-20 14:50:45+00:00
Haley Blames Watchdog Groups for U.S. Withdrawal From U.N. Rights Council,"WASHINGTON — The Trump administration rebuked human rights watchdog organizations on Wednesday, blaming them in part for its decision this week to withdraw from the United Nations Human Rights Council.",2018-06-20 23:23:27+00:00
25th Person at U.S. Embassy in Cuba Is Mysteriously Sickened,"Another diplomat working at the United States Embassy in Havana has been sickened by a mysterious attack, bringing to 25 the number of personnel who have fallen ill there, the State Department said on Thursday.",2018-06-22 00:33:11+00:00
"Inside a Heist of American Chip Designs, as China Bids for Tech Power","JINJIANG, China — With a dragnet closing in, engineers at a Taiwanese chip maker holding American secrets did their best to conceal a daring case of corporate espionage.",2018-06-22 05:38:52+00:00
What a Trade War With China Looks Like on the Front Lines,"For Malaysian factories that make light-emitting diodes, it is an opportunity. For American makers of outboard boat motors, it is a threat. For the biggest sellers of flat-screen televisions, it is a nuisance.",2018-06-23 14:00:01+00:00
"Harley-Davidson, Immigration, Turkey: Your Tuesday Briefing",(Want to get this briefing by email? Here’s the sign-up.),2018-06-25 20:01:03+00:00
"Roiling Markets, U.S. Insists World Must Stop Buying Iranian Oil","The United States said on Tuesday that it will impose sanctions against all importers of Iranian oil by Nov. 4, a surprisingly tough position that roiled oil markets and is likely to further alienate allies and adversaries alike.",2018-06-26 22:53:19+00:00
Trump May Soften Sweeping Plan to Restrict Chinese Investments,"WASHINGTON — President Trump signaled on Tuesday that the White House may soften a plan to impose sweeping new investment restrictions on China, saying he supported giving more power to an existing government body that reviews foreign investments for national security threats.",2018-06-26 22:55:28+00:00
"In Eastern Europe, U.S. Military Girds Against Russian Might and Manipulation","ORZYSZ, Poland — Soon after a United States Army convoy crossed Poland’s border into Lithuania during a major military exercise this month, two very strange things happened.",2018-06-27 09:00:20+00:00
Trump Backs Softer Restrictions on Chinese Investment,"WASHINGTON — The Trump administration has backed off a plan to impose aggressive new restrictions on Chinese investment in the United States, opting instead to support a congressional effort that would expand the types of foreign deals that are subject to review.",2018-06-27 11:45:23+00:00
"China Won’t Yield ‘Even One Inch’ of South China Sea, Xi Tells Mattis","BEIJING — When Defense Secretary Jim Mattis met with President Xi Jinping of China on Wednesday, he hoped to start a conversation on China’s position in the South China Sea. He left knowing just how firm Mr. Xi is on the issue.",2018-06-27 19:21:53+00:00
The Coming Tech Battle With China,"Arriving in Beijing last month, I knew I would not be able to connect to Google, Facebook or Uber. As strange as it was to go without these staples of online life in the West, it was even stranger to find that local Chinese didn’t seem to feel deprived at all. They search through Baidu, get their social media fix on WeChat, hail rides on Didi, curate news through sites like Toutiao. And while they know Beijing is watching, they accept this surveillance as normal.",2018-06-28 10:00:03+00:00
"Maryland, Amazon, World Cup: Your Friday Briefing",(Want to get this briefing by email? Here’s the sign-up.),2018-06-28 20:10:40+00:00
"In Meeting With Putin, Experts Fear Trump Will Give More Than He Gets","WASHINGTON — President Trump’s appetite for a meeting with President Vladimir V. Putin of Russia, his aides say, was whetted by his talks with Kim Jong-un, the leader of North Korea, two weeks ago. But it is precisely that encounter that is stirring unease among foreign policy experts, including some in his own administration.",2018-06-29 00:29:01+00:00
U.S. Softens Demand That Countries Stop All Iran Oil Imports,"WASHINGTON — The Trump administration is softening its earlier  demand that countries like China, India and Turkey end all imports of Iranian oil by Nov. 4, as a top State Department official on Monday said the United States would allow reduced oil flows, in certain cases.",2018-07-02 18:49:51+00:00
Trump’s Taking Us From Temper Tantrum to Trade War,"In one way, Donald Trump’s attack on our foreign trade partners resembles his attack on immigrants: in each case, the attack is framed as a response to evildoing that exists only in his imagination. No, there isn’t a wave of violent crime by immigrants, and MS-13 isn’t taking over American towns; no, the European Union doesn’t have “horrific” tariffs on U.S. products (the average tariff is only 3 percent).",2018-07-02 23:00:04+00:00
Trump’s Trade War With China Is Officially Underway,"WASHINGTON — A trade war between the world’s two largest economies officially began on Friday morning as the Trump administration followed through with its threat to impose tariffs on $34 billion worth of Chinese products, a significant escalation of a fight that could hurt companies and consumers in both the United States and China.",2018-07-05 16:47:52+00:00
"China Strikes Back at Trump’s Tariffs, but Its Consumers Worry","SHANGHAI — Accusing the United States of “typical trade bullying,” China on Friday imposed $34 billion in retaliatory tariffs on American soybeans, cars and other products, suggesting dim prospects for resolving a potentially bruising trade war between the two economic powerhouses.",2018-07-06 10:21:05+00:00
How the ‘Biggest Trade War in Economic History’ Is Playing Out,It’s official: The United States and China are in a trade war after the Trump administration imposed tariffs at 12:01 a.m. Friday on $34 billion worth of Chinese products.,2018-07-06 11:22:23+00:00
"Trump Starts a Trade War, but the Path to Success Remains Unclear",WASHINGTON — The United States and China hit each other with punishing tariffs on Friday as the two nations tipped into a long-feared trade war that is only expected to escalate.,2018-07-06 22:23:21+00:00
North Korea Criticizes ‘Gangster-Like’ U.S. Attitude After Talks With Mike Pompeo,"PYONGYANG, North Korea — North Korea accused the Trump administration on Saturday of pushing a “unilateral and gangster-like demand for denuclearization” and called it “deeply regrettable,” hours after Secretary of State Mike Pompeo said his two days of talks in the North Korean capital were “productive.”",2018-07-07 06:42:47+00:00
Xiaomi’s Weak I.P.O. Raises Doubts About China’s Tech Boom,HONG KONG — Xiaomi’s public debut was supposed to value the Chinese gadget maker at $100 billion and set the stage for a global coming-out party for some of China’s most successful technology companies.,2018-07-09 03:36:53+00:00
"As Trump Criticizes NATO, E.U. Leader Warns: You ‘Won’t Have a Better Ally’","BRUSSELS — President Trump renewed his criticism of European allies on Tuesday and said he was most optimistic about meeting with President Vladimir V. Putin of Russia, as he departed for a summit meeting in Brussels that threatens to highlight acrimony within NATO.",2018-07-10 15:11:31+00:00
"U.S. Threatens Tariffs on $200 Billion of Chinese Goods, From Tilapia to Handbags","WASHINGTON — The Trump administration escalated its trade dispute with China on Tuesday, saying it would impose tariffs on roughly $200 billion worth of Chinese fish, petroleum, chemicals, handbags, textiles and other products if Beijing does not change its trade practices.",2018-07-10 23:56:08+00:00
"Trump Presses NATO on Military Spending, but Signs Its Criticism of Russia","BRUSSELS — President Trump escalated his campaign of criticism against European allies on Wednesday, accusing Germany of being “captive to Russia” and demanding that all NATO members double their military spending targets.",2018-07-11 18:58:03+00:00
How Rare Earths (What?) Could Be Crucial in a U.S.-China Trade War,"KUANTAN, Malaysia — Amanda Lacaze grabbed her iPhone and rattled off the names of the special minerals needed to make it. The screen was polished with lanthanum and cerium. The inside has a magnet made with neodymium and praseodymium.",2018-07-11 22:18:43+00:00
Trump Cites ‘Great Progress’ in North Korea Nuclear Talks,"LONDON — President Trump said Thursday that he was making “great progress” in denuclearization talks with North Korea, citing what he called a “very nice note” he received last week from Kim Jong-un, the North Korean leader, though it made no mention of nuclear weapons.",2018-07-12 18:06:44+00:00
"As Trade War Persists, Mnuchin Says China Talks Have ‘Broken Down’","WASHINGTON — The trade war between the United States and China showed no signs of yielding on Thursday, as Steven Mnuchin, the Treasury secretary, told lawmakers there was no clear path to resolution and Beijing blasted the administration over its approach.",2018-07-12 22:40:35+00:00
"‘Warning Lights Are Blinking Red,’ Top Intelligence Officer Says of Russian Attacks","WASHINGTON — The nation’s top intelligence officer said on Friday that the persistent danger of Russian cyberattacks today was akin to the warnings the United States had of stepped-up terror threats ahead of the Sept. 11, 2001, attacks.",2018-07-13 22:32:26+00:00
This Week’s Biggest Stories in American Politics,"In a Monday prime-time special, President Trump named Judge Brett M. Kavanaugh of the United States Court of Appeals for the District of Columbia Circuit to fill Justice Anthony M. Kennedy’s seat on the Supreme Court. A conservative stalwart of the Washington establishment, Mr. Kavanaugh’s nomination is the culmination of a three-decade push for a reliable conservative majority on the United States’ highest court.",2018-07-14 02:18:57+00:00
A President With No Shame and a Party With No Guts,"If your puppy makes a mess on your carpet and you shout “Bad dog,” there is a good chance that that puppy’s ears will droop, his head will bow and he may even whimper. In other words, even a puppy acts ashamed when caught misbehaving. That is not true of Donald Trump. Day in and day out, he proves to us that he has no shame. We’ve never had a president with no shame — and it’s become a huge source of power for him and trouble for us.",2018-07-17 23:58:59+00:00
"How to Combat China’s Rise in Tech: Federal Spending, Not Tariffs",At the heart of the trade war between the United States and China lies a profound and unsettling question: Who should control the key technologies that will rule tomorrow?,2018-07-18 13:44:21+00:00
"Trump Blasts Fed, China and Europe for Putting U.S. Economy at a Disadvantage","WASHINGTON — President Trump accused China and the European Union on Friday of manipulating their currencies to gain an edge in global trade and escalated his criticism of the Federal Reserve for raising interest rates, saying those moves were putting the United States at a disadvantage.",2018-07-20 14:20:01+00:00
Republicans Bow to White House on Chinese Telecom Firm ZTE,"WASHINGTON — Republican lawmakers backed away from a plan to reinstate stiff penalties on Chinese telecom firm ZTE, handing a win to President Trump, who had personally intervened to save the Beijing company.",2018-07-20 17:17:56+00:00
"Around the World, Readers React to Shifting U.S. Alliances","Readers around the world largely denounced President Trump’s behavior during his recent European tour. Many have accused Mr. Trump of diplomatic malpractice, speculating about his meetings with foreign leaders and raising concerns about the United States’ relationships with its allies.",2018-07-21 14:11:20+00:00
"After Trump’s Fed Comments, Mnuchin Offers a Clarification","BUENOS AIRES — At a gathering of finance ministers from the world’s largest economies on Saturday, Steven Mnuchin, the Treasury secretary, sought to clarify remarks by President Trump this week, insisting that the administration would not interfere with the decisions of the Federal Reserve or move to manipulate the value of the dollar.",2018-07-21 21:10:44+00:00
"Syaru Shirley Lin, Harry Harding","Syaru Shirley Lin and Harry Harding Jr. are to be married July 22 at the Gosport Chapel on Star Island, off the coast of Rye, N.H. The Rev. Darrick D. Jackson, a Unitarian-Universalist minister, is to officiate.",2018-07-22 04:05:01+00:00
Trump’s Twitter Threat vs. Iran: Loud but Hardly Clear,"WASHINGTON — President Trump’s vituperative tweet against Iran late on Sunday showed his determination to use the same approach that he took to engineer a diplomatic breakthrough with North Korea. But Mr. Trump’s top advisers are far more united in their hostility to engaging with Iran, and Iran is far less likely to bend to such pressure.",2018-07-24 01:12:23+00:00
"Giving In to China, U.S. Airlines Drop Taiwan (in Name at Least)",BEIJING — You can book a ticket to Taipei from New York on a major American airline. Just don’t ask it which country you are going to.,2018-07-25 08:57:04+00:00
Visa Restrictions for Chinese Students Alarm Academia,"WASHINGTON — President Trump’s confrontation with China is beginning to ripple through American academic and research institutions, as a crackdown on visas for certain Chinese citizens has left the higher education community wondering how it will adapt to the administration’s effort to stop intellectual property theft and slow China’s push for technological supremacy.",2018-07-25 20:06:13+00:00
U.S. and Europe Outline Deal to Ease Trade Feud,"WASHINGTON — The United States and the European Union stepped back from the brink of a trade war on Wednesday, after President Trump said the Europeans agreed to work toward lower tariffs and other trade barriers, and to buy billions of dollars of American soybeans and natural gas.",2018-07-25 20:52:20+00:00
U.S. Embassy Street in Beijing Is Rocked by Blast,"BEIJING — An explosion rocked the street outside the United States Embassy in Beijing on Thursday, rattling a diplomatically sensitive area in the Chinese capital.",2018-07-26 06:04:13+00:00
"As Qualcomm Deal Is Scrapped, China Denies Trade Link","Delays in China that led Qualcomm to call off its acquisition of a rival microchip maker had nothing to do with escalating trade tensions with the United States, a spokesman for the Chinese Commerce Ministry said on Thursday.",2018-07-26 10:13:25+00:00
Notes From the Book Review Archives,"In “Before They Were Famous,” on Page 27 of this week’s issue, the Book Review compiles debut works of fiction that became classics. In 1989, Orville Schell, director of the Center on U.S.-China Relations at the Asia Society, reviewed Amy Tan’s debut, “The Joy Luck Club,” for the Book Review. Below is an excerpt.",2018-07-27 09:00:03+00:00
"Ahead of Asia Trip, Business Lobby Gives Pompeo an Earful on Trade War",WASHINGTON — Secretary of State Mike Pompeo pledged on Monday to ramp up the Trump administration’s diplomatic engagement with Asia in a speech that followed a blistering attack on the president’s trade policies by a usually stalwart Republican business ally.,2018-07-30 21:08:55+00:00
"As China’s Woes Mount, Xi Jinping Faces Rare Rebuke at Home","BEIJING — China’s top leader, Xi Jinping, seemed indomitable when lawmakers abolished a term limit on his power early this year. But months later, China has been struck by economic headwinds, a vaccine scandal and trade battles with Washington, emboldening critics in Beijing who are questioning Mr. Xi’s sweeping control.",2018-07-31 16:15:47+00:00
Pakistan’s Likely New Leader Could Complicate Afghan Peace Talks,"WASHINGTON — The rise of Imran Khan, a former cricket star who is Pakistan’s likely next leader, could complicate new talks between American diplomats and the Taliban about ending the war in Afghanistan, officials said, fraying an already strained relationship between the nuclear-armed Islamic nation and the Trump administration.",2018-07-31 23:51:00+00:00
"Chinese Goods May Face 25% Tariffs, Not 10%, as Trump’s Anger Grows","WASHINGTON — President Trump escalated his trade war with China on Wednesday, ordering his administration to consider more than doubling proposed tariffs on $200 billion worth of Chinese goods to 25 percent from 10 percent, as talks between Washington and Beijing remain at a standstill.",2018-08-01 16:16:33+00:00
"Faced With Crippling Sanctions, ZTE Loaded Up on Lobbyists","WASHINGTON — When the Chinese telecommunications company ZTE was hit with crippling United States sanctions in April, it chose a very American solution: It loaded up on Washington lobbyists.",2018-08-01 23:07:45+00:00
U.S. Is Expanding Power to Block Chinese Firms. HNA Was Already No Match.,"WASHINGTON — Just over a year ago, two senior executives from the giant Chinese conglomerate HNA landed a meeting with Steven Mnuchin, the United States Treasury secretary, at his office. The executives, Adam Tan and Guang Yang, snapped a photo with Mr. Mnuchin, holding a model plane of the HNA-owned carrier, Hainan Airlines.",2018-08-03 03:45:05+00:00
China Threatens New Tariffs on $60 Billion of U.S. Goods,BEIJING — China threatened on Friday to tax an additional $60 billion a year worth of imports from the United States if the Trump administration imposes its own new levies on Chinese goods.,2018-08-03 13:08:16+00:00
United States and Mexico Are Nearing Nafta Compromise,"WASHINGTON — The United States and Mexico are edging closer to agreement on how to rewrite key portions of the North American Free Trade Agreement, with the two countries making progress on rules related to automobiles and other remaining issues during two days of meetings that ended on Friday in Washington.",2018-08-03 21:49:01+00:00
"U.S. to Restore Sanctions on Iran, Deepening Divide With Europe","WASHINGTON — The United States said Monday it was reimposing economic sanctions against Iran that were lifted under a 2015 nuclear accord, ratcheting up pressure on Tehran but also worsening relations with European allies.",2018-08-06 14:31:34+00:00
"When It Comes to a Trade War, China Takes the Long View","Ye Fangsu, a retired Shanghai schoolteacher, doesn’t need any lessons about the dangers of trade wars. For nearly 60 years, she has lived in the former French Concession, a leafy part of Shanghai whose name itself carries the humiliation of China’s biggest trade war. The “concession” was one of many slices of territory, including Hong Kong and parts of other port cities, that China was forced to hand over to foreign powers after its defeat in the mid-19th-century Opium Wars. “China was so weak and backward then,” Ye said, shaking her head as she offered me slices of apple and pear on a hot July afternoon. “We had to give in.”",2018-08-07 09:00:08+00:00
Trump’s Tariffs Are Changing Trade With China. Here Are 2 Emerging Endgames.,"BEIJING — The United States and China have sparred repeatedly over trade, in a tit-for-tat skirmish that has shown little sign of abating. High-level talks have stalled, while both sides have been threatening further tariffs in recent days.",2018-08-08 09:00:13+00:00
"Trump Hits Turkey When It’s Down, Doubling Tariffs","WASHINGTON — President Trump said on Friday that he would double the rate of tariffs on steel and aluminum imports from Turkey, inflicting additional pain on President Recep Tayyip Erdogan, whose country is in the midst of an economic crisis.",2018-08-10 13:28:03+00:00
Why Is the U.S. Wary of a Declaration to End the Korean War?,"WASHINGTON — As a reward for its broader foray into diplomacy, North Korea wants a formal and official declared end to the decades-long Korean War that settled into an uneasy truce in 1953. South Korea wants this, too.",2018-08-14 00:18:08+00:00
Trump’s Trade War Is Rattling China’s Leaders,"BEIJING — China’s leaders have sought to project confidence in the face of President Trump’s tariffs and trade threats. But as it becomes clear that a protracted trade war with the United States may be unavoidable, there are growing signs of unease inside the Communist political establishment.",2018-08-14 15:02:13+00:00
"Hungary’s Leader Was Shunned by Obama, but Has a Friend in Trump","BUDAPEST — Across rural Hungary, Prime Minister Viktor Orban dominates the media landscape. His allies control the major regional newspapers, which provide supportive coverage of Mr. Orban’s anti-immigrant agenda and his methodical erosion of the country’s democratic checks and balances. Critical, independent outlets are mostly absent.",2018-08-15 07:17:30+00:00
"Genoa, Turkey, Elon Musk: Your Thursday Briefing",(Want to get this briefing by email? Here’s the sign-up.),2018-08-16 04:21:23+00:00
"A New U.S. Post to Pressure Iran, and a Stark Challenge Ahead","The Trump administration is creating a special envoy post to coordinate the United States’ economic pressure campaign against Iran, the latest in a series of moves to cut off Tehran’s revenue and force it into a new nuclear agreement.",2018-08-16 18:24:32+00:00
U.S. and China to Rekindle Trade Talks as More Tariffs Loom,WASHINGTON — The United States and China will return to the negotiating table late this month in an attempt to ease months of tensions that have been building since trade talks broke down this year and both countries began imposing escalating rounds of tariffs on each other.,2018-08-16 20:47:56+00:00
North Korea Presses Demand for End of War Amid Talk of Pompeo Visit,"SEOUL, South Korea — North Korea pressed its demand on Friday that the United States agree to declare an end to the 1950-53 Korean War, as South Korea’s leader indicated that the American secretary of state, Mike Pompeo, was preparing for his fourth visit to the North.",2018-08-17 05:58:35+00:00
Canada on the Sidelines as U.S. and Mexico Near an Agreement on Nafta,"WASHINGTON — When officials from the United States, Canada and Mexico gathered a year ago to begin negotiations over the North American Free Trade Agreement, many of those involved in the talks assumed there would be a hard road ahead.",2018-08-17 21:56:22+00:00
Kim Jong-un Focuses on Economy as Nuclear Talks With U.S. Stall,"SEOUL, South Korea — When North Korea’s leader, Kim Jong-un, visited a hydroelectric dam under construction last month, he reportedly “flew into a rage” after learning why the dam was still unfinished after 17 years of work.",2018-08-20 09:30:01+00:00
"U.S. Criticism of ‘Suspected’ Nuclear Sites May Derail Talks, North Korean Media Warns","WASHINGTON — American negotiators have confronted North Korean officials over “suspected” secret nuclear facilities, according to a North Korean state news media commentary, which called the Trump administration accusations “fiction” and said they had led to “derailing dialogue” between the two nations.",2018-08-20 20:26:06+00:00
Chinese State TV Mocks Trump in Sarcastic Video,"BEIJING — The video released by the Chinese state media thanks President Trump for helping make China stronger. It shows him in unflattering poses, his brow furrowed and his mouth agape. Its sarcastic title: “Thanks Mr. Trump, you are GREAT!”",2018-08-22 12:36:18+00:00
Chill Remains Between China and United States in Latest Trade Talks,WASHINGTON — A restart of trade talks between the United States and China ended on Thursday with little sign of progress as Washington moved ahead with additional tariffs and President Trump met with legislators to discuss a new law aimed at curbing Chinese investment.,2018-08-23 23:22:18+00:00
White House Criticizes China Over El Salvador Recognition,HONG KONG — The White House on Thursday accused China of “apparent interference” in El Salvador’s domestic politics after the Central American nation established diplomatic ties with Beijing this week.,2018-08-24 08:13:41+00:00
"Is China Undermining Efforts to Disarm North Korea? Not Yet, Analysts Say","BEIJING — When President Trump said on Friday that there had not been “sufficient progress” toward ridding North Korea of its nuclear weapons, he made it clear that he thought China was partly to blame.",2018-08-25 14:54:46+00:00
North Korean State Media Denounce U.S. as Diplomacy Stalls,WASHINGTON — North Korean state media criticized the United States over the weekend for “extremely provocative and dangerous military moves” in Pacific waters and warned that the diplomacy forged between the two countries’ leaders during their Singapore summit meeting in June could be in jeopardy.,2018-08-27 20:45:06+00:00
NYT: Weekend Business for 11/20/2009,This week: Jeff Sommer with David Barboza on U.S.-China economic relations; Tim O’Brien and Devin Leonard on distressed real estate; David Segal on credit card hassles; Stephanie Rosenbloom on retail sales; and investors who buy high and sell low.,2018-08-28 20:50:50+00:00
Bloomberg Moves New Forum for Elites From China Amid Fallout of Trade War,"WASHINGTON — Fallout from the trade war between the United States and China has prompted Michael R. Bloomberg, the billionaire media executive and former mayor of New York City, to relocate what was planned as a conference of global business and political leaders in Beijing to rival Davos, the elite annual conclave in Switzerland.",2018-08-29 22:23:50+00:00
Trump Accuses China of Undermining Diplomacy With North Korea,"WASHINGTON — President Trump on Wednesday tried to make China the scapegoat for his stalled diplomacy with North Korea, accusing it of undermining the American-led pressure campaign against Pyongyang because of an escalating trade dispute with the United States.",2018-08-30 00:09:36+00:00
China’s State Media: Trump Tweets Come From an ‘Alternative Universe’,"HONG KONG — To the long list of reproachful replies to President Trump’s social media commentary, add an editorial from a Chinese state media outlet, which called his recent tweets on China “messages from some alternative universe.”",2018-08-31 07:35:05+00:00
Trump to Skip Meetings in Asia as He Keeps a Distance With Allies,"CHARLOTTE, N.C. — As President Trump hardened his stance on trade with Canada, one of the nation’s closest allies, the White House said Friday that Mr. Trump would not be traveling to Asia for a round of economic and security meetings with allies this fall.",2018-08-31 23:43:19+00:00
Microwave Weapons Are Prime Suspect in Ills of U.S. Embassy Workers,[Like the Science Times page on Facebook. | Sign up for the Science Times newsletter.],2018-09-01 09:00:10+00:00
Trump’s Rougher Edge Complicates Trip by Pompeo and Mattis to India,"WASHINGTON — There have always been irritants in relations between India and the United States. But few have been as perplexing to New Delhi, or left as bitter a taste, as President Trump’s tendency to mock Prime Minister Narendra Modi’s accent in English.",2018-09-02 14:00:10+00:00
Crazy Poor Middle Easterners,"I greatly enjoyed the movie “Crazy Rich Asians” because, beyond the many laugh lines, it reminded me of an important point: Rich Asia has gotten really rich — not because it doesn’t have political, tribal, ethnic and religious differences like other regions, but because in more places on more days it learned to set those differences aside and focus on building the real foundations of sustainable wealth: education, trade, infrastructure, human capital and, in the most successful places, the rule of law. Most of Asia became prosperous not by discovering natural resources but by tapping its human resources — men and women — and giving them the tools to realize their potential. ",2018-09-05 00:53:38+00:00
"Pompeo Offers Pakistan a Reset, but Skepticism Is Rife","LAHORE, Pakistan — Secretary of State Mike Pompeo landed in Pakistan on Wednesday for a meeting with the new prime minister, Imran Khan, saying he wanted to reset a badly strained relationship but repeating American demands that the country do more to fight militants at home and in Afghanistan.",2018-09-05 07:14:45+00:00
"Bloomberg Forum in Beijing for Business Elites Is Put Off, Chinese Hosts Confirm","WASHINGTON — An influential Chinese organization acknowledged on Wednesday that a new Davos-style forum for global business and political elites hosted by Michael R. Bloomberg, the billionaire media executive and former mayor of New York, will not be held in Beijing in November as planned.",2018-09-05 21:25:39+00:00
U.S. Accuses North Korea of Plot to Hurt Economy as Spy Is Charged in Sony Hack,"WASHINGTON — North Korea engaged in a yearslong effort to hack into American companies and steal from financial institutions around the globe, the Justice Department charged on Thursday in a 174-page criminal complaint that detailed how hackers caused hundreds of millions of dollars’ worth of damage to the global economy.",2018-09-06 14:26:15+00:00
U.S. Accuses North Korea of Plot to Hurt Economy as Spy Is Charged in Sony Hack,"WASHINGTON — North Korea engaged in a yearslong effort to hack into American companies and steal from financial institutions around the globe, the Justice Department charged on Thursday in a 174-page criminal complaint that detailed how hackers caused hundreds of millions of dollars’ worth of damage to the global economy.",2018-09-06 14:26:15+00:00
"U.S. and India, Wary of China, Agree to Strengthen Military Ties","NEW DELHI — The United States and India signed an agreement Thursday to pave the way for New Delhi to buy advanced American weaponry and to share sensitive military technology, strengthening their military partnership as both powers warily eye the rise of China.",2018-09-06 17:20:32+00:00
The U.S. Ambassador Who Crossed Trump on Immigration,"HO CHI MINH CITY, Vietnam — As President-elect Donald J. Trump prepared for his inauguration on Jan. 20, 2017, Ted Osius assumed he was about to lose his dream job as the American ambassador to Vietnam.",2018-09-07 18:03:47+00:00
"Trump Threatens Tariffs on All Imports From China, Escalating Trade Feud","President Trump threatened China with another round of punishing tariffs on Friday, saying he was prepared to tax essentially all Chinese goods imported into the United States if Beijing did not change its trade practices.",2018-09-07 18:28:27+00:00
U.S. Recalls Top Diplomats From Latin America as Worries Rise Over China’s Influence,WASHINGTON — The United States has recalled three chiefs of mission from Latin American nations that cut diplomatic ties with Taiwan in favor of recognizing China.,2018-09-08 18:00:06+00:00
U.S. Weighs Sanctions Against Chinese Officials Over Muslim Detention Camps,"WASHINGTON — The Trump administration is considering sanctions against Chinese senior officials and companies to punish Beijing’s detention of hundreds of thousands of ethnic Uighurs and other minority Muslims in large internment camps, according to current and former American officials.",2018-09-10 21:09:58+00:00
U.S. Attack on I.C.C. Is Seen as Bolstering World’s Despots,"THE HAGUE — In a city that symbolizes international peace and justice, the ambassador from Burundi has had a lonely job. As her government faces accusations of murder, rape and torture, she has made the unpopular argument that the International Criminal Court should butt out.",2018-09-13 17:07:27+00:00
"North and South Korea Push to End Korean War, but U.S. Remains Wary","SEOUL, South Korea — President Moon Jae-in of South Korea arrived in Pyongyang Tuesday for his third summit with Kim Jong-un, North Korea’s leader, to work toward a common goal: fashioning a political statement this year declaring the end of the Korean War.",2018-09-17 09:10:54+00:00
"Trump Hits China With Tariffs on $200 Billion in Goods, Escalating Trade War","President Trump, emboldened by America’s economic strength and China’s economic slowdown, escalated his trade war with Beijing on Monday, saying the United States would impose tariffs on $200 billion worth of goods and was prepared to tax all imports.",2018-09-17 12:11:40+00:00
"Your Tuesday News Briefing: South Korea, Taiwan, the Emmys",(Want to get this briefing by email? Here’s the sign-up.),2018-09-17 20:23:24+00:00
"Your Tuesday News Briefing: Tariffs, SpaceX, Syria",(Want to get this briefing by email? Here’s the sign-up.),2018-09-18 03:52:43+00:00
China Once Looked Tough on Trade. Now Its Options Are Dwindling.,BEIJING — President Trump imposed tariffs in July on $34 billion in Chinese goods. China matched them dollar for dollar with its own.,2018-09-18 09:10:40+00:00
"With a Submarine, Japan Sends a Message in the South China Sea","TOKYO — A Japanese submarine participated in war games in the South China Sea last week and is now visiting Vietnam, signaling a more assertive pushback by Japan against China’s territorial claims in the region.",2018-09-18 10:27:57+00:00
Consumers Will Increasingly Feel Pain From Trump’s Trade War. Here’s Why.,"The Trump administration seems confident that consumers will not feel pain from its escalating trade war with China. “Because it’s spread over thousands and thousands of products, nobody’s going to actually notice it at the end of the day,” Commerce Secretary Wilbur Ross told CNBC on Tuesday, when asked about the administration’s latest round of tariffs on Chinese imports.",2018-09-18 21:38:24+00:00
Trump Has Put the U.S. and China on the Cusp of a New Cold War,"WASHINGTON — President Trump is confident that the United States is winning its trade war with China. But on both sides of the Pacific, a bleaker recognition is taking hold: The world’s two largest economies are in the opening stages of a new economic Cold War, one that could persist well after Mr. Trump is out of office.",2018-09-19 09:00:11+00:00
