headline,lead_paragraph,date
Penny Pritzker Tackles Tough Assignments as Commerce Secretary,"HAVANA — Penny Pritzker, the commerce secretary and billionaire entrepreneur who travels the world in her private Gulfstream jet, was here this week to try to meld Cuban socialism with American capitalism. It was not always a comfortable fit.",2015-10-08 15:54:12+00:00
Morning Agenda: EMC Takeover Depends on Dell Debt Deal,"EMC TAKEOVER DEPENDS ON DELL DEBT DEAL | The 2013 leveraged buyout of Dell may be a gift that keeps on giving for deal makers,Michael J. de la Merced reports in DealBook.",2015-10-09 09:47:09+00:00
‘The President Started the First Call by Saying ...’,"The Times’s opinion sections have grown, exponentially, in the last five years; the editorial department is home to Sunday Review, Op-Docs, Room for Debate, a new lineup of international and domestic columnists and extensive blogs. ",2015-10-09 10:00:04+00:00
Flat Wages Add to Allure of the ‘Anti-Politician’ in Reliably Red States,"Ken Ard, South Carolina’s former lieutenant governor, has an accent that is the audio equivalent of a chummy slap on the back. Everything he says sounds folksy and congenial. This is true even when he is berating Washington’s political establishment, which he does often these days as the host of a morning show on Live 95.3, a talk-radio station in Florence, S.C.",2015-10-10 15:30:39+00:00
"Spying Case Against U.S. Envoy Is Falling Apart, and Following a Pattern","WASHINGTON — Last fall, federal agents raided the home and office of Robin L. Raphel in search of proof that she, a seasoned member of America’s diplomatic corps, was spying for Pakistan. But officials now say the spying investigation has all but fizzled, leaving the Justice Department to decide whether to prosecute Ms. Raphel for the far less serious charge of keeping classified information in her home.",2015-10-10 21:29:42+00:00
U.S. Tells Asian Allies That Navy Will Patrol Near Islands in South China Sea,"BEIJING — The United States has been briefing its allies in Asia on plans to conduct naval patrols near artificial islands built by China in the disputed South China Sea, a move that could escalate tensions with Beijing after President Xi Jinping’s recent visit to Washington, American and Asian officials have said.",2015-10-12 13:15:03+00:00
A Land China Loves and Hates,"HONG KONG — On the 10th anniversary of the Sept. 11 attacks, a major Chinese television network broadcast a documentary that investigated how Chinese people viewed not only those pivotal events but America itself. One man, referring to the slaughter of thousands of Americans, declared, “What a beautiful job!” Another said, “They should give America more of the same.” And a student standing in Tiananmen Square said he approved of the attacks because the United States was a bully and a hegemon.",2015-10-13 12:18:53+00:00
Full Transcript: Democratic Presidential Debate,(APPLAUSE),2015-10-14 04:42:28+00:00
Morning Agenda: King of Beers Seeks Bigger Crown,"KING OF BEERS SEEKS BIGGER CROWN | It took several rounds and talks behind the scenes before Anheuser-Busch InBev, the world’s largest brewer, and SABMiller agreed to form a beer behemoth,Chad Bray and Michael J. de la Merced report in DealBook.",2015-10-14 10:05:09+00:00
Missing Cargo Ship Highlights Vulnerability of Aging U.S. Fleet,"The 40-year-old cargo ship El Faro, which disappeared in the Caribbean this month with 33 people onboard, was about four times older than the global average.",2015-10-14 20:13:07+00:00
U.S. Exploring Deal to Limit Pakistan’s Nuclear Arsenal,"WASHINGTON — The Obama administration is exploring a deal with Pakistan that would limit the scope of Pakistan’s nuclear arsenal, the fastest-growing on Earth. The talks are the first in the decade since one of the founders of its nuclear program, Abdul Qadeer Khan, was caught selling the country’s nuclear technology around the world.",2015-10-15 09:00:03+00:00
Morning Agenda: Companies Test Inhospitable Market for Public Offerings,"COMPANIES TEST INHOSPITABLE MARKET FOR PUBLIC OFFERINGS | Market debutants can no longer be assured of a warm welcome,Leslie Picker and Michael J. de la Merced report in DealBook.",2015-10-15 10:01:58+00:00
"Your Friday Briefing: Syria, New York Mets, Lamar Odom",(Want to get this briefing by email? Here’s the sign-up.),2015-10-16 09:48:29+00:00
Obama and South Korean Leader Emphasize Unity,"WASHINGTON — President Obama on Friday said he stood ready to negotiate with North Korea on easing sanctions in exchange for limits on its nuclear weapons program if the North showed a willingness to discuss dismantling its growing arsenal, citing his recent experience forging a nuclear accord with Iran as a model for engaging American antagonists.",2015-10-16 13:32:51+00:00
Enter the Age of the Outsiders,"As every schoolchild knows, the gravitational pull of the sun helps hold the planets in their orbits. Gravity from the center lends coherence to the whole solar system.",2015-10-20 07:21:07+00:00
Q. and A.: Gao Yubao on Documenting Unit 731’s Brutal Human Experiments,Read in Chinese | 点击查看本文中文版,2015-10-21 20:40:56+00:00
"U.S. Set to Sell Fighter Jets to Pakistan, Balancing Pressure on Nawaz Sharif","WASHINGTON — The Obama administration is preparing to sell eight new F-16 fighter jets to Pakistan, senior American officials said, an overture intended to bolster a tenuous partnership despite persistent concerns about Islamabad’s ties to elements of the Taliban and quickly expanding nuclear arsenal.",2015-10-22 00:13:41+00:00
U.S. Graft Inquiries Turn to Venezuelan Oil Industry ,"WASHINGTON — A top finance manager for Venezuela’s government-run oil company is suspected of taking millions of dollars in bribes to invest company pension money in an American hedge fund, according to court papers in one case.",2015-10-23 00:37:56+00:00
"Challenging Chinese Claims, U.S. Sends Warship Near Artificial Island Chain","WASHINGTON — A United States Navy destroyer entered waters near the Spratly Islands in the South China Sea late Monday, Defense Department officials said, directly challenging China’s claims that the artificial island chain is within its territorial borders.",2015-10-27 01:08:01+00:00
Should Foreign Graduates Get a Visa Edge?,"Decades ago there was a hit song in India, “Chitthi Aayi Hai,” a tear-jerking anthem about mothers mourning the loss of sons who went to school abroad and never came back.",2015-10-27 08:55:05+00:00
"White House Moves to Reassure Allies With South China Sea Patrol, but Quietly","WASHINGTON — For months, lawmakers and national security hawks have urged President Obama to stand up to China’s land reclamation of disputed islands in the South China Sea. But now that the Obama administration finally has, the White House does not want to talk about it.",2015-10-27 10:24:13+00:00
China Pushes Back Against U.S. Influence in the Seas of East Asia,"BEIJING — Much more is at stake in the American decision to challenge China by sending a destroyer near islands it built in the South China Sea than a handful of rocks, even if they sit on major shipping lines and deposits of natural resources.",2015-10-28 23:40:59+00:00
Bangladesh Pushes Back as Warnings of ISIS Expansion Gather Steam,"DHAKA, Bangladesh — Last month, United States officials told Bangladeshi authorities that they had information suggesting that terrorists linked to the Islamic State were preparing to ramp up activity within Bangladesh’s borders.",2015-10-30 13:29:26+00:00
Chevron and Exxon Post Declining 3rd-Quarter Results,"HOUSTON — Exxon Mobil and Chevron reported plunging revenue and profits on Friday, but their fortunes would have been even worse had it not been for a boom in their refining and chemical businesses. Still, those gains were not enough to stanch further job losses at Chevron, which said it planned to cut up to 10 percent of its work force.",2015-10-30 17:20:47+00:00
"U.S. Admiral, in Beijing, Defends Patrols in South China Sea","BEIJING — The head of the United States Pacific Command, Adm. Harry B. Harris Jr., said in Beijing on Tuesday that the Navy would continue to conduct freedom of navigation operations similar to one in the South China Sea last week that China criticized.",2015-11-03 10:56:54+00:00
"Your Morning Briefing: China-Taiwan Meeting, Volkswagen Emissions","Good morning, Asia.",2015-11-03 21:50:56+00:00
John Kerry Confronts Human Rights as He Zips Through Central Asia,"ASHGABAT, Turkmenistan — Secretary of State John Kerry seems unlikely to make it to North Korea in his 15 remaining months in office. But on Tuesday he got the next best thing: A two-hour visit to another of the world’s most-sealed-off autocratic states, where the leader recently unveiled a 69-foot-high gold statue of himself on horseback, to go along with the regularly produced videos of his sporting prowess.",2015-11-04 00:17:51+00:00
Dispute Over South China Sea Prompts Asian Officials to Cancel Joint Statement,"BEIJING — Differences over the South China Sea forced countries from Southeast Asia, along with China and the United States, to cancel a joint statement at a meeting of defense ministers in Malaysia on Wednesday.",2015-11-04 05:00:23+00:00
"Your Morning Briefing: Taiwan-China Meeting, Trans-Pacific Partnership",Good morning.,2015-11-05 22:09:21+00:00
China’s Pacific Overtures,"THE dangerous game of chicken now being played out in the South China Sea, with American warships sailing provocatively close to a clutch of new-made Chinese islands, is only the beginning of what looks to be a lengthy and epic tussle.",2015-11-07 02:51:04+00:00
Leaders of China and Taiwan Talk of Peace Across the Strait,"SINGAPORE — President Xi Jinping of China met with President Ma Ying-jeou of Taiwan on Saturday in the first-ever encounter between leaders of the neighbors and longtime rivals, an act both sides described as a breakthrough gesture meant to promote peace and mutual prosperity.",2015-11-07 07:08:45+00:00
"Candidates Stick to Script, if Not the Truth, in the 2016 Race","“I only tell true stories,” Carly Fiorina assured employees during one of her first speeches as the chief executive of Hewlett-Packard in 2000.",2015-11-07 22:20:23+00:00
"Your Weekend Briefing: Keystone Pipeline, Ben Carson, Taiwan",Here are the week’s top stories.,2015-11-08 10:52:17+00:00
"Backed by Nail Salon Owners, a New York Legislator Now Fights Reforms","In a packed hall in the Bronx a few months ago, Ron Kim, a New York State assemblyman, stood clutching a ceremonial pen in his left hand, the other extended into the crowd as labor advocates, politicians and immigrant rights workers thronged to shake it. Gov. Andrew M. Cuomo had just used the pen to sign into law a bill protecting nail salon workers from labor abuses and potentially dangerous chemicals. It was a measure that Mr. Kim, who represents the mostly Asian enclave of Flushing, Queens, had spent a painstaking summer helping to craft.",2015-11-08 18:45:35+00:00
G.O.P. Fight Now a Battle Over What Defines a Conservative ,"MILWAUKEE — For months, the Republican presidential race has been animated by the party’s inchoate anger about the state of the country and an equally undefined hope that a candidate would emerge who could usher in an era of civic renewal. But the debate here and its aftermath marked an abrupt transition from vague promises about making America “great again,” in Donald J. Trump’s phrase, to a new season of the campaign shaped more by the glaring policy fissures that are dividing Republicans over what exactly to do about the nation’s problems.",2015-11-12 01:45:02+00:00
Australia Defends Port’s Lease to Chinese Company With Military Ties,HONG KONG — A decision by Australia to lease part of a port to a Chinese company became the subject of controversy on Friday after a report by a well-regarded research institute questioned the wisdom of the transaction and highlighted the firm’s links to China’s military.,2015-11-13 12:36:18+00:00
France Attacks to Dominate Agenda at G-20 Conference in Turkey,WASHINGTON — President Obama will consult about the Paris terrorist attacks with world leaders in Turkey this weekend as the annual gathering of presidents and prime ministers from the world’s largest economies there is poised to become an urgent summit meeting on confronting extremism.,2015-11-14 15:21:18+00:00
"​Supporting France, Obama Loath to Add Troops to ISIS Fight","ANTALYA, Turkey — For President Obama, the short-term response to the terrorist attacks in Paris was straightforward and relatively easy: The American military and intelligence agencies provided information to help French warplanes bomb Islamic State targets on Sunday in the group’s stronghold in northern Syria.",2015-11-15 10:55:09+00:00
"With China in Mind on a Visit to Manila, Obama Pledges Military Aid to Allies in Southeast Asia","MANILA — Standing in front of a former United States Coast Guard ship that is now the flagship of the Philippine Navy, President Obama on Tuesday sent a message intended for a single country: China.",2015-11-17 11:23:27+00:00
"U.S. Navy Ship, Bearing Message of Good Will, Docks in China","SHANGHAI — The sister ship of an American guided missile destroyer that sailed last month in waters claimed by China is in Shanghai for a weeklong port visit, in a sign that although the United States strongly disagrees with actions by China in the South China Sea, their two navies still value good relations.",2015-11-17 12:26:31+00:00
Racism on Campus: Stories From New York Times Readers,Student demonstrations at the University of Missouri after months of protests over racial issues led to the resignations of the university system’s president and the chancellor of the main campus. Those protests and others have provoked a debate over racism and free speech at colleges across the United States.,2015-11-17 16:38:01+00:00
"Ben Carson Is Struggling to Grasp Foreign Policy, Advisers Say","Ben Carson’s remarks on foreign policy have repeatedly raised questions about his grasp of the subject, but never more seriously than in the past week, when he wrongly asserted that China had intervened militarily in Syria and then failed, on national television, to name the countries he would call on to form a coalition to fight the Islamic State.",2015-11-17 20:03:20+00:00
Obama Calls on Beijing to Stop Construction in South China Sea,"MANILA — President Obama called on China on Wednesday to halt its construction on reclaimed islands in the South China Sea, raising the contentious issue at the start of a two-day economic summit meeting at which he and other Pacific Rim leaders also discussed trade and climate change.",2015-11-18 09:29:18+00:00
Fact Checks of the 2016 Election,The New York Times will be checking assertions made throughout the 2016 presidential campaign.,2015-11-18 12:47:34+00:00
Obama Seizes Chance to Shake Off Summit Meeting Constraints,"KUALA LUMPUR, Malaysia — The young man vaulted to his feet as the end of the town hall approached, and yelled out for President Obama’s attention.",2015-11-20 12:37:38+00:00
"On Foreign Trip, Obama Yet Again Contends With Events Elsewhere ","KUALA LUMPUR, Malaysia — President Obama traveled more than 12,000 miles last week to shower attention on Asia. But he spent most of the trip in grim consultations about the attacks in Paris and Mali and in a long-distance war of words with Republicans.",2015-11-23 00:37:43+00:00
China and U.S. Say They’ve Made Strides in Trade Talks,"GUANGZHOU, China — In their first top-level trade talks since President Obama hosted China’s leader in September, the United States and China said on Monday that they had made progress on sticking points, including preventing the theft of trade secrets and opening the Chinese market more broadly to American multinationals.",2015-11-24 00:34:25+00:00
Washington Is Next on François Hollande’s Tour to Press Allies for Anti-ISIS Coalition,"PARIS — President François Hollande of France heads to Washington on Tuesday as a self-described wartime president, with his political future at stake.",2015-11-24 02:09:20+00:00
Iranian Hackers Attack State Dept. via Social Media Accounts,"WASHINGTON — Four months after a historic accord with Tehran to limit its atomic ambitions, American officials and private security groups say they see a surge in sophisticated computer espionage by Iran, culminating in a series of cyberattacks against State Department officials over the past month.",2015-11-24 15:22:21+00:00
France’s Ambassador ‘Knows How to Throw an Elbow’,"WASHINGTON — In the hours after the terrorist attacks in Paris left 130 dead, Gérard Araud, the French ambassador to the United States, thanked all Americans for their solidarity except for one: Donald Trump, the Republican presidential candidate who pointedly said that the mass shootings had occurred in “one of the toughest gun control countries in the world.”",2015-11-25 02:21:36+00:00
Q. and A.: Christina Lin on China’s Antiterrorism Efforts,"Chinese leaders have long been wary of joining global efforts against terrorism, worried about becoming entangled in foreign conflicts. But in recent days, after a series of terrorist attacks that killed several Chinese citizens, China has faced pressure to play a more active role.",2015-11-25 06:50:02+00:00
"Despite Global Events, U.S. Gasoline Prices Remain Low",HOUSTON — American travelers are being treated to bargains at the gasoline pump this Thanksgiving weekend. Prices are at their lowest level for the holiday since the financial crisis of 2008 despite heightened tensions in the Middle East and a spate of terrorist attacks that would normally lead to higher prices.,2015-11-26 01:03:55+00:00
China Retools Its Military With a First Overseas Outpost in Djibouti,BEIJING — China announced on Thursday that it would establish its first overseas military outpost and unveiled a sweeping plan to reorganize its military into a more agile force capable of projecting power abroad.,2015-11-26 11:58:57+00:00
Bill Gates Expected to Create Billion-Dollar Fund for Clean Energy,"WASHINGTON — Bill Gates will announce the creation of a multibillion-dollar clean energy fund on Monday at the opening of a Paris summit meeting intended to forge a global accord to cut planet-warming emissions, according to people with knowledge of the plans.",2015-11-27 23:06:18+00:00
Paris Climate Talks Avoid Scientists’ Idea of ‘Carbon Budget’,"After two decades of talks that failed to slow the relentless pace of global warming, negotiators from almost 200 countries are widely expected to sign a deal in the next two weeks to take concrete steps to cut emissions.",2015-11-28 11:40:01+00:00
Paris Deal Would Herald an Important First Step on Climate Change,PARIS — President Obama and more than 100 world leaders will convene with thousands of diplomats on Monday on the outskirts of Paris to open two weeks of intense negotiations aimed at forging an accord that could begin to avert the most devastating effects of global warming and redefine the economy of the 21st century.,2015-11-29 22:52:39+00:00
"Auto Sales, Nokia’s Deal and a Vote on Anthem-Cigna Merger",Here is what to look out for this week:,2015-11-30 01:33:13+00:00
"Citing Urgency, World Leaders Converge on France for Climate Talks","LE BOURGET, France — One of the largest gatherings of world leaders in history began a multinational effort Monday toward forging what many called the planet’s last, best hope to stave off the worst consequences of climate change.",2015-11-30 10:06:53+00:00
Narendra Modi Could Make or Break Obama’s Climate Legacy,"LE BOURGET, France — Since Prime Minister Narendra Modi came to power, President Obama has not missed many opportunities to convey what a warm rapport he has forged with the Indian leader.",2015-12-01 00:07:47+00:00
"Samuel Berger, Adviser to Clinton Who Shaped Foreign Ties, Dies at 70","Samuel R. Berger, a political confidant of President Bill Clinton who became his national security adviser and helped manage a period of fundamental transition in American foreign policy, died on Wednesday in Washington. He was 70.",2015-12-02 16:29:54+00:00
"In Pennsylvania, a Steel Mill and Its Workers at a Crossroads","BRACKENRIDGE, Pa. — For two years, Chris Cummings, a maintenance mechanic, worked 7 a.m. to 7 p.m. six days a week to help prepare for the opening of a gigantic $1.2 billion steel rolling mill that was supposed to bring hundreds of secure, well-paying jobs to the Allegheny River Valley.",2015-12-04 00:22:43+00:00
"China Creates a World Bank of Its Own, and the U.S. Balks","BEIJING — As top leaders met at a lush Bali resort in October 2013, President Xi Jinping of China described his vision for a new multinational, multibillion-dollar bank to finance roads, rails and power grids across Asia. Under Chinese stewardship, the bank would tackle the slow development in poor countries that was holding the region back from becoming the wealth center of the world.",2015-12-04 21:11:05+00:00
Malaysia’s Balancing Act,"KUALA LUMPUR, Malaysia — President Obama came to Malaysia recently for the latest U.S.-Asean and East Asia Summits, reaffirming America’s strategic commitment to Asia. But most of the 10 Asean countries responded as they often have in recent years: They hedged.",2015-12-06 20:32:03+00:00
Lessons of the Past Hint at Hurdles in Fight to Stop ISIS,"BEIRUT, Lebanon — Nine years ago, after the Lebanese militant group Hezbollah captured two Israeli soldiers in a risky cross-border raid, Israel declared it would crush the organization once and for all.",2015-12-08 23:31:21+00:00
"Obama Making Calls to Negotiate Climate Deal, Kerry Says","LE BOURGET, France — Despite a domestic agenda consumed by his response to last week’s terrorist attack in California, President Obama is closely tracking the United Nations climate change negotiations outside Paris, Secretary of State John Kerry said in an interview on Tuesday.",2015-12-08 23:45:03+00:00
Trump’s Anti-Muslim Plan Is Awful. And Constitutional.,"Philadelphia — DONALD J. TRUMP’S reprehensible call to bar Muslim immigrants from entering the United States tracks an exam question I’ve been giving my immigration law students since Sept. 11. Would such a proposal be constitutional? The answer is not what you might think — but it also raises the issue of what, exactly, we mean when we say something is “constitutional” in the first place.",2015-12-09 00:37:50+00:00
Plan to Bar Foreign Muslims by Donald Trump Might Survive a Lawsuit,"WASHINGTON — When Donald J. Trump called on Monday for “a total and complete shutdown of Muslims entering the United States,” many legal scholars were aghast and said that such a ban would certainly be struck down by courts as blatantly unconstitutional.",2015-12-09 01:51:21+00:00
"Walmart’s Imports From China Displaced 400,000 Jobs, a Study Says","Imports from China by Walmart, the nation’s largest retailer and biggest importer, eliminated or displaced over 400,000 jobs in the United States between 2001 and 2013, according to an estimate by the Economic Policy Institute, a progressive research group that has long targeted Walmart’s policies.",2015-12-09 05:00:06+00:00
Myanmar Political Shift Revives Debate on Sanctions,"YANGON, Myanmar — The Burmese tycoon Zaw Zaw, who has been subject to American economic sanctions for nearly seven years, thinks it is time for them to end. At least in his case.",2015-12-09 08:29:08+00:00
Kerry in Familiar Spot: Trying to Coax Deal in Meeting’s Closing Days,"PARIS — For the second time this year, Secretary of State John Kerry has settled into a grand capital of Europe for talks that could shape the globe, not to mention his own reputation, for decades to come.",2015-12-10 02:04:00+00:00
F.B.I. Chief Says Texas Gunman Used Encryption to Text Overseas Terrorist,"WASHINGTON — The F.B.I. director, James B. Comey, said Wednesday that investigators could not read more than 100 text messages exchanged by one of the attackers in a shooting this year in Garland, Tex., because they were encrypted, adding fuel to law enforcement agencies’ contention that they need a way to circumvent commercially available encryption technology.",2015-12-10 02:29:57+00:00
Wrangling Appears to Give Way to a Deal in Paris Climate Talks," Agence France-Presse is reporting that a deal has been struck on final text for a climate agreement after two weeks of talks, with the draft to be presented to ministers late morning on Saturday. Sometimes, such early reports can fizzle, so stay tuned.",2015-12-11 21:38:58+00:00
"Your Weekend Briefing: Climate Talks, Donald Trump, Dupont",Here are the week’s top stories.,2015-12-13 10:54:02+00:00
"In Talks Over Seized U.S. Property, Havana Counters With Own Claim",MIAMI — Some of the thorniest conversations in the long road toward full relations between Cuba and the United States have only just begun in recent days: The two sides are sitting down for the first time to discuss the American properties Cuba confiscated decades ago.,2015-12-14 00:48:29+00:00
"A Climate Deal, 6 Fateful Years in the Making ","PARIS — It took almost two weeks for negotiators from 195 countries to finally pass the landmark climate accord this weekend after several espresso-fueled all-nighters and long, passionate debates over the meaning of a single word, such as “shall.”",2015-12-14 01:44:47+00:00
Choose Your Own Identity,"I never realized how little I understood race until I tried to explain it to my 5-year-old son. Our family story doesn’t seem too complicated: I’m Chinese-American and my husband is white, an American of English-Dutch-Irish descent; we have two children. My 5-year-old knows my parents were born in China, and that I speak Cantonese sometimes. He has been to Hong Kong and Guangzhou to visit his gung-gung, my father. But when I asked him the other day if he was Chinese, he said no.",2015-12-14 12:00:04+00:00
U.S. Navy Commander Implies China Has Eroded Safety of South China Sea,"BEIJING — A senior American naval commander has implicitly accused China of creating “so-called military zones” close to artificial islands it has built in the South China Sea, declaring that such actions are eroding the security of one of the world’s busiest waterways.",2015-12-15 12:50:58+00:00
Vote at Atomic Agency Officially Ends Inquiry Into Iran’s Nuclear Past,"WASHINGTON — The nations controlling the world’s nuclear inspection agency voted on Tuesday to close its decade-long investigation into the work it suspected Iran of conducting to design a nuclear weapon, and instead to move ahead with fulfilling the deal signed in July to limit Iran’s production of atomic material for at least 15 years.",2015-12-15 20:43:58+00:00
Transcript: Republican Presidential Debate,"Following is a transcript of the main Republican debate, as transcribed by the Federal News Service.",2015-12-16 04:45:05+00:00
"Paris Climate Accord Is a Big, Big Deal",PARIS — I had low expectations for the U.N. climate meeting here and it met all of them — beautifully. I say that without cynicism.,2015-12-16 08:21:03+00:00
China Protests Sale of U.S. Arms to Taiwan,"HONG KONG — The Obama administration’s announcement that it would sell $1.83 billion worth of arms to Taiwan, including two warships and antitank missiles, has drawn a swift rebuke from China, which threatened to penalize the companies that made the armaments and summoned a United States diplomat to register an official protest.",2015-12-17 12:48:37+00:00
"China’s Renminbi Declines After Being Named a Global Currency, Posing Challenges","HONG KONG — At the end of last month, the Chinese renminbi was anointed as one of the world’s elite currencies, a first for an emerging market and a widely hailed acknowledgment of China’s rising financial influence and economic might.",2015-12-18 15:36:17+00:00
U.S. Bomber Mistakenly Flew Near Disputed Island in South China Sea,"WASHINGTON — A United States B-52 bomber last week mistakenly flew within two nautical miles of a disputed artificial island built by China in the South China Sea, Pentagon officials said Friday.",2015-12-18 21:44:30+00:00
1950s U.S. Nuclear Target List Offers Chilling Insight,WASHINGTON — Target category No. 275 from the nuclear target list for 1959 may be the most chilling. It is called simply “Population.”,2015-12-23 01:13:06+00:00
The Lives They Lived,"Remembering some of the artists, innovators and thinkers we lost in the past year.",2015-12-23 13:15:48+00:00
U.S. Foreign Arms Deals Increased Nearly $10 Billion in 2014,"WASHINGTON — Foreign arms sales by the United States jumped by almost $10 billion in 2014, about 35 percent, even as the global weapons market remained flat and competition among suppliers increased, a new congressional study has found.",2015-12-25 20:47:19+00:00
Iran Hands Over Stockpile of Enriched Uranium to Russia,"A Russian ship left Iran on Monday carrying almost all of Iran’s stockpile of low-enriched uranium, fulfilling a major step in the nuclear deal struck last summer and, for the first time in nearly a decade, apparently leaving Iran with too little fuel to manufacture a nuclear weapon.",2015-12-28 19:26:28+00:00
South Korean and Japanese Leaders Feel Backlash From ‘Comfort Women’ Deal,TOKYO — The leaders of South Korea and Japan faced a barrage of criticism on Tuesday from nationalists upset about a landmark deal aimed at resolving a dispute over Korean women who had been pressed into sexual servitude in Japanese military brothels before and during World War II.,2015-12-29 15:42:33+00:00
Taiwan’s Focus on Peace,"Re “China’s tantrum on Taiwan arms” (Editorial, Dec. 29): You write that the announcement of U.S. plans to sell $1.8 billion in arms to Taiwan “comes a month before Taiwan’s presidential and parliamentary elections, which are expected to be won by the Kuomintang’s rival, the Democratic Progressive Party.” Our party welcomes any measure committed to allocating sufficient resources to ensure the peace and stability of the Taiwan Strait.",2015-12-29 15:45:05+00:00
Farmers Try Political Force to Twist Open California’s Taps,"FIVE POINTS, Calif. — The message that Maria L. Gutierrez gave legislators on Capitol Hill was anguished and blunt: California’s historic drought had not merely left farmland idle. It had destroyed Latino farm workers’ jobs, shuttered Latino businesses and thrown Latino families on the street. Yet Congress had turned a deaf ear to their pleas for more water to revive farming and farm labor.",2015-12-31 00:31:10+00:00
Foreign-Policy Trips Fill Obama’s Schedule for Final Year,"HONOLULU — With Washington increasingly consumed by the November elections, President Obama will spend much of his final year in office traveling the country and the world.",2016-01-02 22:54:50+00:00
Bringing U.S. Presidential Debates to a Chinese Audience,"BEIJING — From his graduate student dormitory in the southern city of Guangzhou, Yin Hao works late into the night with an online network of about half a dozen other volunteer translators. Their task: to post the American presidential debates, with Chinese subtitles.",2016-01-03 22:00:08+00:00
Did North Korea Detonate a Hydrogen Bomb? Here’s What We Know,North Korea’s claim that it set off a hydrogen bomb on Wednesday — in what would be the fourth time it has tested a nuclear weapon since 2006 — has stirred concerns among governments around the world. Below is a brief primer on some of the central issues at stake.,2016-01-06 12:23:25+00:00
North Korea’s Hydrogen Bomb Claim Strains Ties With China,"BEIJING — North Korea’s test of a nuclear bomb on Wednesday seemed aimed at antagonizing a familiar adversary, the United States. The army spoke of the need to ward off “imperialist aggressors,” and a television commentator warned that foreigners were intent on destroying the country’s way of life.",2016-01-06 13:52:36+00:00
The Biggest Challenges of 2016,"At the end of 2015, we asked what you felt was the greatest challenge facing the United States in the coming year. Over a thousand readers responded, and while their answers varied widely, a few common themes emerged. Below are some of the issues readers brought up the most frequently:",2016-01-06 14:24:36+00:00
North Korea Blast Revives Question: How Do You Contain Pyongyang?,"WASHINGTON — Early in his first term, President Obama conducted some quick triage on how his administration would face a gamut of nuclear challenges: Focus on stopping Iran’s nuclear program before it succeeded in building a weapon, but do not waste a lot of energy trying to roll back a North Korean program that had already built a small arsenal that the desperately poor country had little incentive to give up.",2016-01-06 16:44:52+00:00
I.M.F. Breakthrough Is Seen to Bolster U.S. on World Stage,"WASHINGTON — A string of agreements between the White House and Congress, capped by last month’s surprise accord that ended a five-year impasse over the International Monetary Fund, has eased, though not dispelled, concern that America is retreating from global economic leadership.",2016-01-06 23:38:03+00:00
Oil Prices Decline More Than 5 Percent as Stockpiles Increase ,HOUSTON — Oil prices plunged again on Wednesday by more than 5 percent as investors paid more attention to signs that global stockpiles are growing than to increasing instability in the Middle East and North Africa.,2016-01-07 01:51:46+00:00
52 Places to Go in 2016,"It’s a big world out there, so we’ve narrowed it down for you. From the temples of Malta to the crystalline waters of the Yucatán, explore our top destinations to visit this year.",2016-01-07 14:00:00+00:00
"U.S. Prods China on North Korea, Saying Soft Approach Has Failed","WASHINGTON — In a striking public rebuke of China, Secretary of State John Kerry warned Beijing on Thursday that its effort to rein in North Korea had been a failure and that something had to change in its handling of the isolated country it has supported for the past six decades.",2016-01-07 22:59:29+00:00
"China, in Rebuke, Suggests U.S. Worsened Ties With North Korea","BEIJING — China has rejected criticism from the United States that its policies toward North Korea had failed, suggesting on Friday that it was the Americans, not the Chinese, who were largely to blame for the North’s embrace of nuclear weapons.",2016-01-08 12:15:51+00:00
"Your Friday Evening Briefing: Cologne, Paul LePage, Philadelphia",(Want to get this briefing by email? Here’s the sign-up.),2016-01-08 23:04:55+00:00
How ‘Crazy’ Are the North Koreans?,"WASHINGTON — AS someone who has spent most of the past 25 years of his professional life in the United States government, think tanks and academia trying to stop the North Korean nuclear weapons program, I found last week’s nuclear test and the events that followed depressingly familiar. They reminded me of Captain Renault’s famous line from “Casablanca” just before he shuts down Rick’s Café: “I’m shocked, shocked to find that gambling is going on in here!” The reactions to North Korea’s 2006, 2009 and 2013 nuclear tests were the same — shock. Yet a decade has gone by and the North Korean nuclear threat has only grown.",2016-01-09 14:55:19+00:00
"Your Weekend Briefing: Ted Cruz, Hillary Clinton, Mexico",Here are the week’s top stories.,2016-01-10 11:00:10+00:00
Obama’s Legacy May Hinge on Endurance of His Achievements,"Republicans say that President Obama is too passive on foreign policy. A few Democrats see him that way when it comes to politics. The president, however, is planning an aggressive finale.",2016-01-10 20:45:55+00:00
Transcript of Obama’s 2016 State of the Union Address,"Following is the transcript of President Obama’s State of the Union address, as transcribed by the Federal News Service. ",2016-01-13 02:11:27+00:00
President Obama’s Call to America’s Better Nature,"In his final State of the Union speech, President Obama endeavored on Tuesday to lift Americans above the miasma of a brutally negative presidential campaign to reflect on what the nation has endured and achieved since he took office in the midst of a dire recession.",2016-01-13 03:49:30+00:00
"As Taiwan’s Workers Flock to China, Concerns About Economy Grow","TAIPEI, Taiwan — Jason Lee spent most of the last decade building a business in a field for which Taiwan is famous. With three friends, he founded an animation studio here, churning out TV shows and special effects for games and films.",2016-01-13 16:41:46+00:00
