headline,lead_paragraph,date
"To Deal With China, Trump Should Learn German","If Joe Biden is elected president, his top foreign policy challenge will be China — but not the China that he dealt with under Barack Obama. It will be a much more aggressive China, a China looking to supplant American technology dominance, smother democracy in Hong Kong and cybersteal your personal data. Pushing back on that China, without blowing up the global trading system, will require reversing one of Donald Trump’s biggest mistakes — his failure to build a partnership with Germany to counter Beijing.",2020-08-25 22:31:15+00:00
Security Council Leader Rejects U.S. Demand for U.N. Sanctions on Iran,"The Trump administration’s lonely insistence on restoring United Nations sanctions against Iran is headed nowhere, the president of the Security Council said on Tuesday, while the U.S. ambassador accused fellow diplomats of having “lost their way.”",2020-08-25 23:19:58+00:00
U.S. Penalizes 24 Chinese Companies Over Role in South China Sea,"WASHINGTON — The Trump administration on Wednesday added 24 Chinese companies to a government list that bans them from buying American products, citing their role in helping the Chinese military construct artificial islands in the disputed South China Sea.",2020-08-26 14:01:30+00:00
"China Fires Missiles Into South China Sea, Sending U.S. a Message","China has fired a barrage of medium-range missiles across considerable distances into the South China Sea, Beijing’s latest move to demonstrate its strategic dominance and sovereignty over the disputed waters.",2020-08-27 11:12:03+00:00
An American Disaster Foretold,"PARIS — Henry Kissinger this month called François Delattre, the former French ambassador to the United States who is now the secretary general of the Foreign Ministry. Kissinger was concerned about the deteriorating state of U.S.-Chinese relations and the risk that the situation could slip out of control.",2020-08-28 23:00:07+00:00
TikTok Deal Is Complicated by New Rules From China Over Tech Exports,"As the sale of TikTok enters its final stages, Beijing is saying it wants the last word.",2020-08-29 18:01:17+00:00
Trump’s Tariffs? Coronavirus? China’s Exports Are Surging Anyway,"ZHONGSHAN, China — This was supposed to be the year that China’s export machine began to stall. President Trump had imposed broad tariffs on Chinese goods. Countries like Japan and France pushed companies to shift production from China. The pandemic had crippled China’s factories by the end of January.",2020-08-31 14:31:53+00:00
TikTok Deal Faces Complications as U.S. and China Ratchet Up Tit-for-Tat,"SAN FRANCISCO — On most days, companies like ByteDance, Microsoft, Walmart and Oracle are considered kings within their fields. But over the weekend, it became increasingly clear that they can also be something else: a set of pawns.",2020-08-31 21:58:21+00:00
"America, Don’t Try to Out-China China","Republicans and Democrats disagree about many foreign policy issues, but not about the perception that the United States risks losing out to China.",2020-09-02 09:01:07+00:00
U.S. Marine Who Killed Transgender Woman in Philippines Is Ordered Released,"MANILA — A United States Marine who was convicted in 2015 of killing a transgender woman in the Philippines has been ordered released, drawing protests from activists.",2020-09-02 15:40:53+00:00
"Forget TikTok. China’s Powerhouse App Is WeChat, and Its Power Is Sweeping.","Just after the 2016 presidential election in the United States, Joanne Li realized the app that connected her to fellow Chinese immigrants had disconnected her from reality.",2020-09-04 14:42:46+00:00
"China Freezes Credentials for Journalists at U.S. Outlets, Hinting at Expulsions","WASHINGTON — The Chinese government has stopped renewing press credentials for foreign journalists working for American news organizations in China and has implied it will proceed with expulsions if the Trump administration takes further action against Chinese media employees in the United States, according to six journalists and U.S. officials with knowledge of the events and statements on Monday by a Chinese Foreign Ministry spokesman.",2020-09-06 14:43:20+00:00
Joe Biden’s China Journey,"WASHINGTON — On a steamy August day along the Chinese coast, Senator Joseph R. Biden Jr. stepped off a minibus at a seaside compound for a series of unusual meetings with China’s Communist Party leaders.",2020-09-06 18:46:37+00:00
Your Monday Briefing,"Nearly 300 people were arrested during protests in Hong Kong on Sunday, the day when a legislative election was initially scheduled to take place. Thousands of police officers in riot gear filled the streets.",2020-09-06 19:48:56+00:00
Xi’s Post-Virus Economic Strategy for China Looks Inward,He inspected fields of corn amid jitters about food supplies. He visited steel works trying to overcome a slump in profits. He toured an innovation center at a time when President Trump has raised barriers against China’s technological takeoff.,2020-09-07 09:00:16+00:00
Duterte Pardons U.S. Marine Who Killed Transgender Woman,"MANILA — President Rodrigo Duterte of the Philippines has pardoned an American Marine convicted of killing a transgender woman, just days after his office blocked a court order to free the service member, the Philippine foreign secretary said on Monday.",2020-09-07 12:41:42+00:00
U.S. May Ban Cotton From Xinjiang Region of China Over Rights Concerns,"WASHINGTON — The Trump administration is weighing a ban on some or all products made with cotton from the Xinjiang region of China, a move that could come as soon as Tuesday as the United States looks to punish Beijing over alleged human rights violations, three people familiar with the matter said.",2020-09-08 00:30:07+00:00
Shots Fired Along India-China Border for First Time in Years,"NEW DELHI — Tensions along the India-China border took an alarming turn on Tuesday after Chinese and Indian officials accused each other’s soldiers of firing warning shots, apparently the first time in decades that guns had been aggressively used along the disputed frontier.",2020-09-08 11:00:08+00:00
New E.U. Trade Chief Will Lead Prickly Talks With China. And U.K. And U.S.,"BRUSSELS — The European Commission on Tuesday named Valdis Dombrovskis, a former Latvian prime minister and senior European Union official, as its new trade chief in a reshuffle following the resignation of the Irish commissioner Phil Hogan last month.",2020-09-08 12:34:44+00:00
"From Asia to Africa, China Promotes Its Vaccines to Win Friends","The Philippines will have quick access to a Chinese coronavirus vaccine. Latin American and Caribbean nations will receive $1 billion in loans to buy the medicine. Bangladesh will get over 100,000 free doses from a Chinese company.",2020-09-11 07:00:10+00:00
Europe Feels Squeeze as Tech Competition Heats Up Between U.S. and China,"BRUSSELS — Lacking a powerful technology sector of its own, the European Union has instead tried to carve out a space in the digital economy as the world’s regulatory superpower, leading the charge on privacy rights and data protection by leveraging its enormous single market against Goliaths like Google and Facebook.",2020-09-11 19:44:28+00:00
A Violinist Lost His Seat and His Job. He Blames China.,"Yi-Wen Jiang, a violinist who was, until recently, billed as a member of the Shanghai Quartet, an internationally known chamber group with roots in China, says he didn’t give the pig emoji a second thought.",2020-09-13 18:13:09+00:00
"Oracle Chosen as TikTok’s Tech Partner, as Microsoft’s Bid Is Rejected","WASHINGTON — The Chinese owner of TikTok has chosen Oracle to be the app’s technology partner for its U.S. operations and has rejected an acquisition offer from Microsoft, according to Microsoft officials and other people involved in the negotiations, as time runs out on an executive order from President Trump threatening to ban the popular app unless its American operations are sold.",2020-09-13 22:59:47+00:00
"With Tensions High, Trump’s Ambassador to China Is Stepping Down","The American ambassador to China, Terry Branstad, announced on Monday that he would step down in early October after a tenure that paralleled a sharp deterioration in relations between China and the United States.",2020-09-14 07:16:03+00:00
"U.S. Restricts Chinese Apparel and Tech Products, Citing Forced Labor","WASHINGTON — The Trump administration on Monday announced new restrictions on imports of apparel, hair products and technology goods from certain Chinese companies, saying those entities had used forced labor in the Xinjiang region to make their products.",2020-09-14 20:24:03+00:00
TikTok’s Proposed Deal Seeks to Mollify U.S. and China,"WASHINGTON — After more than six weeks, two White House executive orders, new Chinese regulations and multiple bidders, a deal for the social media app TikTok has boiled down to one main strategy: mitigation.",2020-09-14 22:56:48+00:00
"Citing New Security Law, U.S. Warns of Hong Kong Travel Risk",HONG KONG — The United States is warning citizens of the risk of arbitrary “police and security power” in Hong Kong and urging Americans to reconsider travel to the city now that the Chinese government has imposed a sweeping security law there.,2020-09-15 13:37:30+00:00
Britain’s Foreign Secretary Visiting Washington at an Awkward Juncture,"LONDON — When Britain’s foreign secretary, Dominic Raab, arrives in Washington for a visit this week, he will carry some extra baggage as an emissary: His country is eager to reach a trade deal with the United States, but his government just introduced a bill that would renege on a landmark treaty with the European Union.",2020-09-15 23:00:08+00:00
"Europe’s Economy, German Police, China: Your Thursday Briefing",(Want to get this briefing by email? Here’s the sign-up.),2020-09-17 02:50:54+00:00
Senate Democrats Present $350 Billion Strategy to Counter China,"Senate Democrats on Thursday presented their most comprehensive strategy yet to confront and compete with China, rolling out sprawling legislation that would provide more than $350 billion over a decade to build the United States’ industrial capacity and challenge Beijing.",2020-09-17 09:00:22+00:00
Trump Is Wrong About TikTok. China’s Plans Are Much More Sinister.,This article has been updated to reflect news developments.,2020-09-17 09:01:08+00:00
"U.S. Official Visits Taiwan, and China Warns of Consequences","TAIPEI, Taiwan — A senior U.S. envoy arrived in Taiwan on Thursday to attend a memorial service for former President Lee Teng-hui, in the Trump administration’s latest move to bolster its support of the island in defiance of threats from Beijing.",2020-09-17 12:19:58+00:00
"China, Seeking a Friend in Europe, Finds Rising Anger and Frustration","After rebuking a senior Czech lawmaker for visiting Taiwan this month, the Chinese foreign minister, Wang Yi, received an obscenity-laced public letter that punctuated just how far China’s standing in Europe has fallen.",2020-09-17 16:36:58+00:00
"U.S. Pushes Large Arms Sale to Taiwan, Including Jet Missiles That Can Hit China","WASHINGTON — The Trump administration is pushing the sale of seven large packages of weapons to Taiwan, including long-range missiles that would allow Taiwanese jets to hit distant Chinese targets in the event of a conflict, say officials familiar with the proposals.",2020-09-17 22:53:29+00:00
"Coronavirus, China, Aleksei Navalny: Your Friday Briefing",(Want to get this briefing by email? Here’s the sign-,2020-09-18 02:33:02+00:00
China Sends Warning to Taiwan and U.S. With Big Show of Air Power,China sent 18 fighter jets and bombers into the Taiwan Strait on Friday in a robust show of force that a military official in Beijing said was a warning to Taiwan and the United States about their increasing political and military cooperation.,2020-09-18 11:16:16+00:00
Trump Administration to Ban TikTok and WeChat From U.S. App Stores,"WASHINGTON — The Trump administration said Friday it would bar the Chinese-owned mobile apps WeChat and TikTok from U.S. app stores as of midnight Sunday, a significant escalation in America’s tech fight with China that takes aim at two popular services used by more than 100 million people in the United States.",2020-09-18 12:13:43+00:00
What Is Happening With TikTok and WeChat as Trump Tries to Ban Them?,The Trump administration is pushing forward with its plan to ban the Chinese social media apps TikTok and WeChat from American app stores.,2020-09-18 15:37:11+00:00
‘It’s So Essential’: WeChat Ban Makes U.S.-China Standoff Personal,"Every day for nearly five years, Juliet Shen’s 94-year-old grandmother in Shanghai has begun her day with a WeChat message to her 40 children and grandchildren scattered across the globe.",2020-09-18 21:44:23+00:00
"After Trump’s TikTok Ban, China Readies Blacklist of Foreign Companies","BEIJING — As the United States and China trade blows over technology, Beijing on Saturday moved to create a blacklist of foreign companies seen as threatening its national security or acting against Chinese business interests.",2020-09-19 07:57:55+00:00
U.S. Reimposes U.N. Sanctions on Iran Over Objections of World Powers,"WASHINGTON — Over the strenuous objections of its closest allies, the Trump administration reimposed United Nations sanctions against Iran on Saturday, though the weight of their repercussions is unclear without the cooperation of the world’s other major powers.",2020-09-19 16:03:00+00:00
N.Y.P.D. Officer Is Accused of Spying on Tibetans for China,"Federal prosecutors on Monday charged a New York City police officer with acting as an illegal agent of the Chinese government, accusing him of providing intelligence about Tibetans living in the United States to officials at the Chinese consulate.",2020-09-21 19:45:23+00:00
"Trying to Hammer Iran With U.N. Sanctions, U.S. Issues More of Its Own","WASHINGTON — The United States issued new economic sanctions against Iran on Monday, inflicting more financial injury on Tehran and insult on American allies as the Trump administration accused other countries of appeasing Iran instead of fostering peace.",2020-09-21 22:53:40+00:00
"In Biden, China Sees an ‘Old Friend’ and Possible Foe","President Trump has brought China’s relations with the United States to their lowest point in years. Joseph R. Biden Jr. could prove, from the Chinese vantage point, to be a tougher and more complex challenge.",2020-09-22 15:07:52+00:00
"The United Nations ‘Must Hold China Accountable,’ Says Trump","In his prerecorded speech to the United Nations General Assembly on Tuesday, President Trump called China the source of spreading the coronavirus.",2020-09-22 15:09:16+00:00
Facebook Takes Down Fake Pages Created in China Aimed at Influencing U.S. Election,"WASHINGTON — Facebook has detected limited Chinese operations intended to both help and hurt President Trump’s re-election chances, the company announced on Tuesday, the first public disclosure of Chinese efforts to influence the presidential election in November.",2020-09-22 19:01:02+00:00
Your Wednesday Briefing,"President Rodrigo Duterte has extended a state of calamity in the country by a year, allowing the government to draw emergency funds more quickly in the pandemic. The special measures will also allow Mr. Duterte to harness the police and military to maintain law and order.",2020-09-22 19:58:16+00:00
Trump Demands U.N. Hold China to Account for Coronavirus Pandemic,"President Trump assailed China as the coronavirus villain Tuesday in a strongly worded United Nations speech, extolling his own actions in the pandemic and demanding that the global organization hold accountable “the nation which unleashed this plague onto the world.”",2020-09-22 22:07:19+00:00
China’s Pledge to Be Carbon Neutral by 2060: What It Means,"Environmentalists have welcomed the pledge by China’s leader, Xi Jinping, to speed up reductions in emissions in the world’s top-polluting nation and reach carbon neutrality by 2060.",2020-09-23 10:56:13+00:00
‘I Feel Sorry for Americans’: A Baffled World Watches the U.S.,BANGKOK — Myanmar is a poor country struggling with open ethnic warfare and a coronavirus outbreak that could overload its broken hospitals. That hasn’t stopped its politicians from commiserating with a country they think has lost its way.,2020-09-25 15:57:19+00:00
Japan Is Paying Firms to Make Things at Home. But China’s Pull Is Still Strong.,"TOKYO — Until July, the Japanese household goods company Iris Ohyama had always made its line of masks at its two factories in China.",2020-09-26 07:00:09+00:00
U.S. Places Restrictions on China’s Leading Chip Maker,"WASHINGTON — The Trump administration has placed new restrictions on exports to Semiconductor Manufacturing International Corporation, China’s most advanced maker of computer chips, a measure that could deepen the technology conflict between China and the United States.",2020-09-26 13:44:37+00:00
"Trump-Biden Debate Prompts Shock, Despair and, in China, Glee","BRUSSELS — The unedifying spectacle of Tuesday night’s presidential debate produced some shock, some sadness and some weariness among American allies and rivals alike on Wednesday.",2020-09-30 11:40:12+00:00
House Reports Push for More Focus on China by Intelligence Agencies,"WASHINGTON — The United States could fall behind in its global competition with China without additional resources to develop better intelligence on the Chinese government, and spy agencies must focus more on the challenge of pandemics and trade, according to a report by the Democrats on the House Intelligence Committee released Wednesday.",2020-09-30 18:45:54+00:00
"Rebuffed by Vatican, Pompeo Assails China and Aligns With Pope’s Critics","ROME — Secretary of State Mike Pompeo recently published a sharp letter excoriating the Vatican’s plans to renew an agreement with the Chinese government on Church operations in China. He promoted the article in a tweet, concluding, “The Vatican endangers its moral authority, should it renew the deal.”",2020-09-30 23:26:29+00:00
"In U.S.-China Tech Feud, Taiwan Feels Heat From Both Sides","TAINAN, Taiwan — The United States and China are wrestling to lead the world in artificial intelligence, 5G wireless and other cutting-edge technologies. But the real wizardry that makes those advancements possible is being performed on a yam-shaped island that sits between them, geographically and politically.",2020-10-01 09:00:26+00:00
"In Wake of Recent India-China Conflict, U.S. Sees Opportunity","WASHINGTON — Weeks after India and China engaged in their deadliest border clash in decades, the sight of an American nuclear-powered aircraft carrier entering the Bay of Bengal drew attention across the region.",2020-10-03 14:05:06+00:00
"China Ramps Up a War of Words, Warning the U.S. of Its Red Lines","The soldiers run through the forest, through the surf, through smoke and flames, ready to die for the motherland. The video, one of a series that has recently appeared online in China, climaxes with the launch of nine ballistic missiles and a fiery barrage of explosions.",2020-10-05 15:43:59+00:00
Top China Critic Becomes Its Defender,"WASHINGTON — For decades, Robert E. Lighthizer, the United States trade representative, was reliably one of Washington’s toughest critics when it came to China and its trade practices.",2020-10-06 07:15:10+00:00
Pompeo’s Message in Japan: Countering China Is Worth Meeting Face to Face,"TOKYO — For Japan, it was the first time its new prime minister hosted international emissaries. For the United States, it was the first trip to Asia by its top diplomat in more than a year.",2020-10-06 12:49:53+00:00
Distrust of China Jumps to New Highs in Democratic Nations,"SYDNEY, Australia — Xi Jinping celebrates China’s battle against the coronavirus as a success. But in the United States and other wealthy democracies, the pandemic has driven negative views of China to new heights, a survey published on Tuesday showed.",2020-10-06 14:35:25+00:00
BTS Honored Korean War Sacrifices. Some in China Detected an Insult.,It seemed an innocuous remark from a wildly popular boy band known more for its open-armed inclusiveness than for any overt provocation.,2020-10-12 12:43:19+00:00
U.S. Rebuffs Putin Bid to Extend Nuclear Arms Pact for a Year,"MOSCOW — Russia on Friday proposed extending a soon-to-expire nuclear arms treaty for one year without any changes, a move seen in Washington as a tactic to delay action on the treaty until after the American presidential election.",2020-10-16 16:16:29+00:00
"With Covid-19 Under Control, China’s Economy Surges Ahead",,2020-10-19 02:01:00+00:00
U.S. Diplomats and Spies Battle Trump Administration Over Suspected Attacks,WASHINGTON — The strange sound came at night: a crack like a marble striking the floor of the apartment above them.,2020-10-19 23:31:20+00:00
U.S. and Russia Appear to Edge Toward Extension of Nuclear Treaty,"The United States and Russia on Tuesday appeared to be edging toward a short-term extension of the main arms control treaty limiting the size of the two nations’ nuclear arsenals, after Russia agreed to add a “political obligation” that would freeze its stockpile of nuclear warheads for a year.",2020-10-20 22:23:55+00:00
U.S. Still Seeking Clues to Mystery Illness Afflicting Diplomats and Spies,"WASHINGTON — The U.S. government has not determined what caused some American diplomats and intelligence officers to suffer from a mysterious, debilitating affliction while they were overseas, despite devoting vast resources over more than three years to investigating it, Secretary of State Mike Pompeo said Wednesday.",2020-10-21 22:05:50+00:00
"Europe Wonders if It Can Rely on U.S. Again, Whoever Wins","BRUSSELS — Treated with contempt by President Trump, who considers them rivals and deadbeats instead of allies, many European leaders look forward to the possibility of a Biden presidency. But they are painfully aware that four years of Mr. Trump have changed the world — and the United States — in ways that will not be easily reversed.",2020-10-22 07:00:14+00:00
Vatican Extends Deal With China Over Appointment of Bishops,"ROME — The Vatican said on Thursday that it had extended an agreement with Beijing over the appointment of bishops in China, weeks after Secretary of State Mike Pompeo traveled to the Vatican on an unsuccessful mission to kill it.",2020-10-22 12:46:56+00:00
An Ex-Trump Insider Looks to Our Future With Russia and China,BATTLEGROUNDSThe Fight to Defend the Free WorldBy H. R. McMaster,2020-10-22 20:00:03+00:00
"In Xi’s Homage to Korean War, a Jab at the U.S.","SEOUL, South Korea — First China’s leader, Xi Jinping, visited the national military museum in Beijing and hailed the country’s “victory in the war to resist American aggression and aid Korea.” Then he wrote a public letter to veterans in a retirement home in Sichuan.",2020-10-23 09:40:24+00:00
"As China Clamps Down, Activists Flee Hong Kong for Refuge in the West","HONG KONG — In Western democracies, they have been welcomed as refugees escaping Beijing’s tightening grip over Hong Kong.",2020-10-24 14:23:01+00:00
U.S. Imposes Sanctions on Iran’s Oil Sector,WASHINGTON — The Trump administration imposed sweeping economic sanctions against Iran’s oil sector on Monday as tensions between Washington and Tehran continue to escalate in the days leading up to the American presidential election.,2020-10-26 22:45:09+00:00
Hong Kong Police Arrest Activist Said to Seek U.S. Asylum,"HONG KONG — The Hong Kong police on Tuesday arrested a 19-year-old activist outside the United States consulate just as he was about to seek asylum, according to an advocacy group.",2020-10-27 10:39:33+00:00
Trump Appointee Rescinds Rule Shielding Government News Outlets From Federal Tampering,"WASHINGTON — The chief of the U.S. Agency for Global Media on Monday rescinded a rule that protects news outlets funded by the government, including Voice of America, from federal tampering.",2020-10-27 19:12:43+00:00
Forget the Polls: This Chinese Indicator Is Flashing ‘Trump’,[Follow our live coverage of the Biden inauguration.],2020-10-28 09:00:29+00:00
U.S. Charges 8 in Plot to Harass Chinese Dissidents,The Justice Department announced charges on Wednesday against eight people accused of conspiring to conduct an aggressive harassment campaign on behalf of China to pressure political dissidents and fugitives in the United States to return home to face trial.,2020-10-28 17:04:31+00:00
U.S. to Establish Embassy in the Maldives,"WASHINGTON — The United States will establish an embassy in the Maldives for the first time since the countries opened diplomatic relations in 1966, Secretary of State Mike Pompeo said on Wednesday, signifying the archipelago’s growing role in the U.S. strategy to increase America’s presence in the region.",2020-10-28 19:17:36+00:00
A Frazzled World Holds Its Breath While the U.S. Chooses Its Leader,[Follow our live Trump vs Biden 2020 election updates and analysis.],2020-10-31 09:03:24+00:00
"U.S. Diplomat Coughs Online, and European Allies Wonder if They Were Exposed","WASHINGTON — As part of a diplomatic tour through Europe in late October, the State Department’s director of policy planning briefed journalists in London about the Trump administration’s strategy toward China. A video of the virtual event showed him coughing at least six times during the hourlong discussion.",2020-11-01 10:00:09+00:00
"In Hunt for Virus Source, W.H.O. Let China Take Charge",,2020-11-02 09:53:57+00:00
Your Tuesday Briefing,Several people were injured in what the Austrian interior minister called a terrorist attack in Vienna.,2020-11-02 20:07:49+00:00
U.S. Quits Paris Climate Agreement: Questions and Answers,"WASHINGTON — Au revoir, Paris Agreement. As of Wednesday, under United Nations rules, the United States is officially out of the global climate accord. Here’s a look at how it happened, what it means and what might happen next.",2020-11-04 08:00:08+00:00
Chinese Journalists Sought Freedom in the U.S. Now They’re in Limbo.,"Yuhui Chai came to the United States from China more than a dozen years ago, drawn by the country’s vibrant democratic values. She eventually found work as a journalist, relishing the chance to pursue hard-hitting stories and ask questions in a manner often discouraged in China’s authoritarian society.",2020-11-05 12:25:18+00:00
"As China Casts a Pall Over Hong Kong, Some See Opportunity","HONG KONG — In Hong Kong, a city enveloped in uncertainty, Felix Lee is optimistic about the future. The reason: China.",2020-11-06 10:00:17+00:00
"Biden to Face Long List of Foreign Challenges, With China No. 1",[Follow our live analysis of the Biden inauguration.],2020-11-07 16:49:16+00:00
China’s state-run news media reacts to Biden’s victory with cautious optimism.,"HONG KONG — China’s state news media reacted with cautious optimism to former Vice President Joseph R. Biden Jr.’s victory in the United States’ presidential election, expressing hope that he would stabilize the fast-deteriorating relations between the two countries.",2020-11-08 04:55:21+00:00
"China Extends Reach in the Caribbean, Unsettling the U.S.","MEXICO CITY — China has offered Jamaica loans and expertise to build miles of new highways. Throughout the Caribbean, it has donated security equipment to military and police forces, and built a network of Chinese cultural centers. And it has dispatched large shipments of test kits, masks and ventilators to help governments respond to the pandemic.",2020-11-08 19:18:01+00:00
"Buffeted by Trump, China Has Little Hope for Warmer Relations With Biden","All along China’s leaders publicly professed indifference to the American presidential election, having concluded that no matter who won, the United States would remain irreconcilably opposed to the country’s rise.",2020-11-09 10:36:11+00:00
Trump’s Fury Feeds Moscow and Beijing Accounts of U.S. Chaos,[Follow our live analysis of the Biden inauguration.],2020-11-09 20:34:26+00:00
Biden Speaks to European Allies as Strongmen Stay Silent on U.S. Vote,"WASHINGTON — President-elect Joseph R. Biden Jr. fielded congratulatory calls from European leaders on Tuesday, even as some of President Trump’s authoritarian allies maintained a conspicuous silence about the election that could foreshadow coming tensions with the Biden administration.",2020-11-11 00:48:28+00:00
Trump Bars Investment in Chinese Firms With Military Ties,"WASHINGTON — President Trump issued an executive order Thursday barring Americans from investing in a list of companies with ties to the Chinese military, arguing that such investments pose a risk to national security.",2020-11-12 23:24:07+00:00
China Congratulates Biden on Presidential Victory,[Follow our live analysis of the Biden inauguration.],2020-11-13 09:05:52+00:00
China is the latest foreign country to recognize Biden as president-elect.,"After days of silence, China on Friday congratulated Joseph R. Biden Jr. on his election as president of the United States, signaling a start to its relations with the incoming administration after years of hostility and distrust under President Trump.",2020-11-13 15:11:59+00:00
Biden Wants to Be the Climate President. He’ll Need Some Help From Xi Jinping.,[Follow our live analysis of the Biden inauguration.],2020-11-13 15:16:32+00:00
"China-Led Trade Pact Is Signed, in Challenge to U.S.","BEIJING — After eight years of talks, China and 14 other nations from Japan to New Zealand to Myanmar on Sunday formally signed one of the world’s largest regional free trade agreements, a pact shaped by Beijing partly as a counterweight to American influence in the region.",2020-11-15 06:33:14+00:00
Biden’s China Policy? A Balancing Act for a Toxic Relationship,"WASHINGTON — In addition to a deadly pandemic and a weakened economy, President-elect Joseph R. Biden Jr. will inherit one more challenge when he takes office in January: a toxic relationship with the world’s second-largest economy.",2020-11-16 10:00:22+00:00
Your Tuesday Briefing,"The drugmaker Moderna announced on Monday that its coronavirus vaccine was 94.5 percent effective, based on an early look at the results from its large, continuing study.",2020-11-16 20:08:21+00:00
"Vaccine Unproven? No Problem in China, Where People Scramble for Shots","Ethan Zhang needed to get back to work. Work was in Ivory Coast, however, and since January the global coronavirus outbreak had stranded the 26-year-old translator in mainland China.",2020-11-17 10:00:30+00:00
Why Do Chinese Liberals Embrace American Conservatives?,"For months, some of China’s best-known dissidents have served up a striking anomaly: While pushing for democracy and free speech at home, they have supported the re-election of Donald Trump, a president who has disdained democratic norms in the United States, sometimes even mimicking China’s leaders, for example by calling for political opponents to be locked up.",2020-11-18 10:00:20+00:00
Somalia Worries That a U.S. Withdrawal Will Be Disastrous,"NAIROBI, Kenya — The American-trained Somali commando force Danab is usually deployed to counter the Qaeda-linked group Al Shabab: liberating areas it controls, ending its attacks on government offices and beachside restaurants, and targeting senior Shabab operatives.",2020-11-18 17:59:40+00:00
"After Trump, Biden Faces Pressure to Stand Up to China by Embracing Taiwan","TAIPEI, Taiwan — President Trump has made cultivating closer ties with Taiwan a critical part of his efforts to counter China’s rising influence. He has significantly increased weapons sales to Taiwan’s military, vowed to step up economic cooperation, and generally bolstered relations with the self-ruled democratic island — even in his waning days.",2020-11-24 05:22:19+00:00
Cooperative Competition Is Possible Between China and the U.S.,BEIJING — The domestic politics of major countries are never kept within their borders — and the future policy orientation of the United States has become a hot topic for many people in China.,2020-11-24 10:01:05+00:00
"Pope Calls Uighurs ‘Persecuted,’ Prompting Pushback From China",A comment from Pope Francis in an upcoming book — in which he called ethnic Uighurs in western China a “persecuted” people for the first time — has set the Chinese government on the defense.,2020-11-24 15:28:12+00:00
"Edward J. Perkins, 92, Dies; First Black U.S. Envoy to South Africa","When Edward J. Perkins was a student at a segregated school in Pine Bluff, Ark., his history teacher taught the class about the brutal racial oppression in South Africa. It was even worse, the students were told, than what they as Black people were experiencing in the American South.",2020-11-26 17:55:57+00:00
"NATO Needs to Adapt Quickly to Stay Relevant for 2030, Report Urges","BRUSSELS — A high-level look at NATO’s next 10 years recommends significant changes to confront the new challenges of an aggressive Russia and a rising China, urging overhauls to fortify the  alliance’s cohesion and to better coordinate with democratic allies around the world.",2020-11-30 20:42:20+00:00
"The World in a Vise: Sounding the Alarm on China, Then Running for Shelter","SYDNEY, Australia — For the past few years, Australia has positioned itself at the front of a global effort to stand up to China. It was the first country to ban Huawei’s 5G technology, to pass foreign interference laws aimed at curbing Chinese influence, and to call for an international inquiry into the source of the coronavirus.",2020-12-01 11:48:40+00:00
Biden Wants America to Lead the World. It Shouldn’t.,There’s a lot we still don’t know about how President-elect Joe Biden and his foreign policy team will approach the world. But this much is clear: They believe in American “leadership.”,2020-12-02 10:00:20+00:00
"China Poised to Be First to Distribute Virus Vaccine in Latin America, U.S. Official Says",This article was produced in partnership with the Pulitzer Center on Crisis Reporting.,2020-12-02 23:43:00+00:00
U.S. Tightens Visa Rules for Chinese Communist Party Members,"The Trump administration on Wednesday issued new rules to curtail travel to the United States by members of the Chinese Communist Party and their immediate families, a move certain to further exacerbate tensions between the two countries.",2020-12-03 06:06:43+00:00
Scandal Dogs AstraZeneca’s Vaccine Partner in China,"As a government regulator sidled into a car, the Chinese pharmaceutical executive handed over a paper bag stuffed with $44,000 in cash.",2020-12-07 10:00:13+00:00
"For Canadians Held in China, Two Years of Isolation and Uncertainty","For two years, the Canadian men have been held in separate prisons in northern China, largely cut off from the rest of the world. They have been accused of espionage, without evidence, and forced to go months without visits from diplomats. They have waited as their cases have meandered through China’s opaque legal system, despite calls around the world for their release.",2020-12-09 18:56:58+00:00
China’s Combative Nationalists See a World Turning Their Way,"In one Beijing artist’s recent depiction of the world in 2098, China is a high-tech superpower and the United States is humbled. Americans have embraced communism and Manhattan, draped with the hammer-and-sickle flags of the “People’s Union of America,” has become a quaint tourist precinct.",2020-12-14 08:00:15+00:00
"China Brings Moon Rocks to Earth, and a New Era of Competition to Space","China may have been a latecomer to the moon, but when its capsule full of lunar rocks and soil returned to Earth early Thursday, it set the stage for a new space race over the coming decades. This time, it will be a competition over resources on the moon that could propel deeper space exploration.",2020-12-16 15:53:00+00:00
"Takashi Oka, Journalist Who Interpreted Japan for U.S., Dies at 96","Takashi Oka, a journalist who illuminated a rising Japan for American readers during a long career at The Christian Science Monitor and as the first Japanese-born Tokyo bureau chief for The New York Times, died on Dec. 2 at his home in New York City. He was 96.",2020-12-17 18:42:56+00:00
"Ezra F. Vogel, Eminent Scholar of China and Japan, Dies at 90","Ezra F. Vogel, an eminent scholar of East Asia at Harvard University whose writings about modern politics and society in China and Japan helped shape how the world understood the rise of those two Asian powers, died on Sunday in Cambridge, Mass. He was 90.",2020-12-23 00:49:08+00:00
China-E.U. Talks Hit Another Snag as Biden Camp Objects,China and the European Commission appeared close this week to announcing a landmark agreement that would make it easier for their companies to invest in each other’s economies. Then it hit another snag: A tweet by a top aide to Joseph R. Biden Jr. signaled that the president-elect was not happy about the deal.,2020-12-23 09:34:12+00:00
